#    L    TT             EE             TE             PP             TP          
  3459    0.77212E+01    0.30341E+00   -0.20604E+00    0.42636E+05    0.68991E+00
  3460    0.76888E+01    0.30386E+00   -0.20671E+00    0.42616E+05    0.68531E+00
  3461    0.76572E+01    0.30431E+00   -0.20744E+00    0.42596E+05    0.68088E+00
  3462    0.76249E+01    0.30475E+00   -0.20825E+00    0.42577E+05    0.67659E+00
  3463    0.75935E+01    0.30518E+00   -0.20913E+00    0.42557E+05    0.67247E+00
  3464    0.75623E+01    0.30561E+00   -0.21008E+00    0.42537E+05    0.66849E+00
  3465    0.75314E+01    0.30603E+00   -0.21109E+00    0.42517E+05    0.66465E+00
  3466    0.75011E+01    0.30644E+00   -0.21215E+00    0.42498E+05    0.66097E+00
  3467    0.74709E+01    0.30685E+00   -0.21329E+00    0.42478E+05    0.65742E+00
  3468    0.74409E+01    0.30724E+00   -0.21449E+00    0.42458E+05    0.65401E+00
  3469    0.74113E+01    0.30763E+00   -0.21576E+00    0.42439E+05    0.65074E+00
  3470    0.73820E+01    0.30802E+00   -0.21709E+00    0.42419E+05    0.64760E+00
  3471    0.73529E+01    0.30838E+00   -0.21847E+00    0.42400E+05    0.64459E+00
  3472    0.73240E+01    0.30875E+00   -0.21991E+00    0.42380E+05    0.64171E+00
  3473    0.72953E+01    0.30909E+00   -0.22139E+00    0.42360E+05    0.63895E+00
  3474    0.72671E+01    0.30943E+00   -0.22294E+00    0.42341E+05    0.63632E+00
  3475    0.72390E+01    0.30975E+00   -0.22452E+00    0.42321E+05    0.63380E+00
  3476    0.72113E+01    0.31007E+00   -0.22618E+00    0.42302E+05    0.63140E+00
  3477    0.71839E+01    0.31037E+00   -0.22788E+00    0.42282E+05    0.62911E+00
  3478    0.71569E+01    0.31066E+00   -0.22963E+00    0.42263E+05    0.62694E+00
  3479    0.71301E+01    0.31094E+00   -0.23143E+00    0.42243E+05    0.62487E+00
  3480    0.71037E+01    0.31120E+00   -0.23328E+00    0.42224E+05    0.62290E+00
  3481    0.70775E+01    0.31146E+00   -0.23517E+00    0.42204E+05    0.62104E+00
  3482    0.70517E+01    0.31170E+00   -0.23710E+00    0.42185E+05    0.61927E+00
  3483    0.70262E+01    0.31193E+00   -0.23907E+00    0.42165E+05    0.61760E+00
  3484    0.70009E+01    0.31214E+00   -0.24109E+00    0.42146E+05    0.61603E+00
  3485    0.69761E+01    0.31235E+00   -0.24314E+00    0.42127E+05    0.61454E+00
  3486    0.69514E+01    0.31253E+00   -0.24524E+00    0.42107E+05    0.61314E+00
  3487    0.69272E+01    0.31270E+00   -0.24737E+00    0.42088E+05    0.61183E+00
  3488    0.69031E+01    0.31286E+00   -0.24954E+00    0.42069E+05    0.61060E+00
  3489    0.68795E+01    0.31300E+00   -0.25173E+00    0.42049E+05    0.60945E+00
  3490    0.68560E+01    0.31313E+00   -0.25395E+00    0.42030E+05    0.60837E+00
  3491    0.68330E+01    0.31323E+00   -0.25622E+00    0.42011E+05    0.60737E+00
  3492    0.68102E+01    0.31332E+00   -0.25852E+00    0.41991E+05    0.60644E+00
  3493    0.67878E+01    0.31340E+00   -0.26083E+00    0.41972E+05    0.60557E+00
  3494    0.67656E+01    0.31347E+00   -0.26317E+00    0.41953E+05    0.60477E+00
  3495    0.67438E+01    0.31351E+00   -0.26554E+00    0.41933E+05    0.60403E+00
  3496    0.67222E+01    0.31354E+00   -0.26793E+00    0.41914E+05    0.60335E+00
  3497    0.67010E+01    0.31355E+00   -0.27035E+00    0.41895E+05    0.60273E+00
  3498    0.66801E+01    0.31354E+00   -0.27278E+00    0.41876E+05    0.60216E+00
  3499    0.66594E+01    0.31353E+00   -0.27523E+00    0.41857E+05    0.60164E+00
  3500    0.66391E+01    0.31348E+00   -0.27770E+00    0.41837E+05    0.60117E+00
  3501    0.66189E+01    0.31342E+00   -0.28019E+00    0.41818E+05    0.60075E+00
  3502    0.65991E+01    0.31335E+00   -0.28269E+00    0.41799E+05    0.60037E+00
  3503    0.65797E+01    0.31327E+00   -0.28521E+00    0.41780E+05    0.60004E+00
  3504    0.65605E+01    0.31314E+00   -0.28774E+00    0.41761E+05    0.59975E+00
  3505    0.65417E+01    0.31301E+00   -0.29027E+00    0.41742E+05    0.59952E+00
  3506    0.65231E+01    0.31288E+00   -0.29282E+00    0.41723E+05    0.59933E+00
  3507    0.65048E+01    0.31272E+00   -0.29538E+00    0.41703E+05    0.59920E+00
  3508    0.64867E+01    0.31254E+00   -0.29795E+00    0.41684E+05    0.59911E+00
  3509    0.64689E+01    0.31234E+00   -0.30051E+00    0.41665E+05    0.59908E+00
  3510    0.64516E+01    0.31212E+00   -0.30309E+00    0.41646E+05    0.59911E+00
  3511    0.64344E+01    0.31190E+00   -0.30566E+00    0.41627E+05    0.59919E+00
  3512    0.64175E+01    0.31164E+00   -0.30823E+00    0.41608E+05    0.59932E+00
  3513    0.64008E+01    0.31138E+00   -0.31081E+00    0.41589E+05    0.59951E+00
  3514    0.63845E+01    0.31108E+00   -0.31338E+00    0.41570E+05    0.59976E+00
  3515    0.63684E+01    0.31078E+00   -0.31594E+00    0.41551E+05    0.60007E+00
  3516    0.63527E+01    0.31045E+00   -0.31851E+00    0.41532E+05    0.60043E+00
  3517    0.63371E+01    0.31010E+00   -0.32107E+00    0.41513E+05    0.60086E+00
  3518    0.63218E+01    0.30973E+00   -0.32362E+00    0.41494E+05    0.60135E+00
  3519    0.63068E+01    0.30934E+00   -0.32616E+00    0.41476E+05    0.60190E+00
  3520    0.62921E+01    0.30894E+00   -0.32869E+00    0.41457E+05    0.60252E+00
  3521    0.62776E+01    0.30852E+00   -0.33123E+00    0.41438E+05    0.60320E+00
  3522    0.62634E+01    0.30809E+00   -0.33373E+00    0.41419E+05    0.60394E+00
  3523    0.62493E+01    0.30763E+00   -0.33623E+00    0.41400E+05    0.60475E+00
  3524    0.62355E+01    0.30716E+00   -0.33871E+00    0.41381E+05    0.60563E+00
  3525    0.62221E+01    0.30667E+00   -0.34118E+00    0.41362E+05    0.60658E+00
  3526    0.62087E+01    0.30615E+00   -0.34363E+00    0.41344E+05    0.60760E+00
  3527    0.61957E+01    0.30563E+00   -0.34607E+00    0.41325E+05    0.60869E+00
  3528    0.61829E+01    0.30508E+00   -0.34848E+00    0.41306E+05    0.60985E+00
  3529    0.61704E+01    0.30452E+00   -0.35088E+00    0.41287E+05    0.61108E+00
  3530    0.61579E+01    0.30394E+00   -0.35325E+00    0.41268E+05    0.61238E+00
  3531    0.61459E+01    0.30333E+00   -0.35560E+00    0.41250E+05    0.61376E+00
  3532    0.61339E+01    0.30272E+00   -0.35792E+00    0.41231E+05    0.61522E+00
  3533    0.61222E+01    0.30209E+00   -0.36022E+00    0.41212E+05    0.61675E+00
  3534    0.61107E+01    0.30143E+00   -0.36250E+00    0.41194E+05    0.61836E+00
  3535    0.60994E+01    0.30077E+00   -0.36475E+00    0.41175E+05    0.62004E+00
  3536    0.60884E+01    0.30008E+00   -0.36696E+00    0.41156E+05    0.62181E+00
  3537    0.60775E+01    0.29938E+00   -0.36916E+00    0.41137E+05    0.62366E+00
  3538    0.60670E+01    0.29864E+00   -0.37132E+00    0.41119E+05    0.62558E+00
  3539    0.60565E+01    0.29790E+00   -0.37344E+00    0.41100E+05    0.62759E+00
  3540    0.60462E+01    0.29714E+00   -0.37555E+00    0.41082E+05    0.62969E+00
  3541    0.60362E+01    0.29636E+00   -0.37759E+00    0.41063E+05    0.63186E+00
  3542    0.60263E+01    0.29558E+00   -0.37963E+00    0.41044E+05    0.63413E+00
  3543    0.60166E+01    0.29478E+00   -0.38163E+00    0.41026E+05    0.63648E+00
  3544    0.60071E+01    0.29395E+00   -0.38359E+00    0.41007E+05    0.63891E+00
  3545    0.59978E+01    0.29311E+00   -0.38554E+00    0.40989E+05    0.64144E+00
  3546    0.59886E+01    0.29226E+00   -0.38743E+00    0.40970E+05    0.64405E+00
  3547    0.59796E+01    0.29139E+00   -0.38927E+00    0.40952E+05    0.64675E+00
  3548    0.59707E+01    0.29051E+00   -0.39108E+00    0.40933E+05    0.64955E+00
  3549    0.59620E+01    0.28961E+00   -0.39285E+00    0.40915E+05    0.65243E+00
  3550    0.59536E+01    0.28870E+00   -0.39459E+00    0.40896E+05    0.65541E+00
  3551    0.59451E+01    0.28777E+00   -0.39629E+00    0.40878E+05    0.65848E+00
  3552    0.59370E+01    0.28682E+00   -0.39793E+00    0.40859E+05    0.66165E+00
  3553    0.59288E+01    0.28586E+00   -0.39954E+00    0.40841E+05    0.66491E+00
  3554    0.59209E+01    0.28489E+00   -0.40111E+00    0.40822E+05    0.66826E+00
  3555    0.59131E+01    0.28391E+00   -0.40263E+00    0.40804E+05    0.67170E+00
  3556    0.59054E+01    0.28290E+00   -0.40410E+00    0.40786E+05    0.67523E+00
  3557    0.58979E+01    0.28189E+00   -0.40554E+00    0.40767E+05    0.67885E+00
  3558    0.58905E+01    0.28086E+00   -0.40691E+00    0.40749E+05    0.68255E+00
  3559    0.58832E+01    0.27983E+00   -0.40826E+00    0.40730E+05    0.68634E+00
  3560    0.58760E+01    0.27877E+00   -0.40955E+00    0.40712E+05    0.69022E+00
  3561    0.58690E+01    0.27771E+00   -0.41080E+00    0.40694E+05    0.69419E+00
  3562    0.58621E+01    0.27663E+00   -0.41201E+00    0.40675E+05    0.69824E+00
  3563    0.58552E+01    0.27555E+00   -0.41316E+00    0.40657E+05    0.70237E+00
  3564    0.58485E+01    0.27445E+00   -0.41427E+00    0.40639E+05    0.70658E+00
  3565    0.58418E+01    0.27334E+00   -0.41532E+00    0.40620E+05    0.71087E+00
  3566    0.58352E+01    0.27221E+00   -0.41633E+00    0.40602E+05    0.71525E+00
  3567    0.58288E+01    0.27108E+00   -0.41729E+00    0.40584E+05    0.71971E+00
  3568    0.58224E+01    0.26993E+00   -0.41819E+00    0.40566E+05    0.72424E+00
  3569    0.58161E+01    0.26878E+00   -0.41905E+00    0.40547E+05    0.72885E+00
  3570    0.58100E+01    0.26761E+00   -0.41987E+00    0.40529E+05    0.73354E+00
  3571    0.58039E+01    0.26644E+00   -0.42063E+00    0.40511E+05    0.73830E+00
  3572    0.57977E+01    0.26526E+00   -0.42133E+00    0.40493E+05    0.74314E+00
  3573    0.57917E+01    0.26407E+00   -0.42199E+00    0.40475E+05    0.74806E+00
  3574    0.57857E+01    0.26287E+00   -0.42260E+00    0.40457E+05    0.75305E+00
  3575    0.57799E+01    0.26166E+00   -0.42315E+00    0.40438E+05    0.75811E+00
  3576    0.57740E+01    0.26044E+00   -0.42366E+00    0.40420E+05    0.76324E+00
  3577    0.57683E+01    0.25921E+00   -0.42411E+00    0.40402E+05    0.76844E+00
  3578    0.57625E+01    0.25799E+00   -0.42452E+00    0.40384E+05    0.77371E+00
  3579    0.57568E+01    0.25675E+00   -0.42487E+00    0.40366E+05    0.77905E+00
  3580    0.57512E+01    0.25550E+00   -0.42517E+00    0.40348E+05    0.78446E+00
  3581    0.57456E+01    0.25425E+00   -0.42542E+00    0.40330E+05    0.78994E+00
  3582    0.57400E+01    0.25299E+00   -0.42561E+00    0.40312E+05    0.79548E+00
  3583    0.57344E+01    0.25172E+00   -0.42576E+00    0.40294E+05    0.80109E+00
  3584    0.57289E+01    0.25044E+00   -0.42585E+00    0.40276E+05    0.80676E+00
  3585    0.57234E+01    0.24916E+00   -0.42590E+00    0.40258E+05    0.81250E+00
  3586    0.57179E+01    0.24788E+00   -0.42588E+00    0.40240E+05    0.81829E+00
  3587    0.57124E+01    0.24659E+00   -0.42582E+00    0.40222E+05    0.82415E+00
  3588    0.57069E+01    0.24530E+00   -0.42571E+00    0.40204E+05    0.83007E+00
  3589    0.57015E+01    0.24400E+00   -0.42554E+00    0.40186E+05    0.83605E+00
  3590    0.56962E+01    0.24271E+00   -0.42533E+00    0.40168E+05    0.84209E+00
  3591    0.56907E+01    0.24140E+00   -0.42506E+00    0.40150E+05    0.84819E+00
  3592    0.56853E+01    0.24009E+00   -0.42474E+00    0.40132E+05    0.85435E+00
  3593    0.56798E+01    0.23878E+00   -0.42437E+00    0.40114E+05    0.86056E+00
  3594    0.56743E+01    0.23747E+00   -0.42395E+00    0.40096E+05    0.86682E+00
  3595    0.56688E+01    0.23615E+00   -0.42347E+00    0.40078E+05    0.87315E+00
  3596    0.56633E+01    0.23484E+00   -0.42293E+00    0.40060E+05    0.87952E+00
  3597    0.56579E+01    0.23352E+00   -0.42237E+00    0.40042E+05    0.88595E+00
  3598    0.56523E+01    0.23220E+00   -0.42175E+00    0.40025E+05    0.89243E+00
  3599    0.56468E+01    0.23088E+00   -0.42107E+00    0.40007E+05    0.89896E+00
  3600    0.56412E+01    0.22955E+00   -0.42037E+00    0.39989E+05    0.90554E+00
  3601    0.56355E+01    0.22823E+00   -0.41961E+00    0.39971E+05    0.91217E+00
  3602    0.56299E+01    0.22691E+00   -0.41880E+00    0.39953E+05    0.91884E+00
  3603    0.56242E+01    0.22559E+00   -0.41793E+00    0.39936E+05    0.92556E+00
  3604    0.56185E+01    0.22426E+00   -0.41703E+00    0.39918E+05    0.93232E+00
  3605    0.56128E+01    0.22294E+00   -0.41607E+00    0.39900E+05    0.93911E+00
  3606    0.56070E+01    0.22162E+00   -0.41506E+00    0.39882E+05    0.94594E+00
  3607    0.56011E+01    0.22030E+00   -0.41401E+00    0.39865E+05    0.95279E+00
  3608    0.55953E+01    0.21899E+00   -0.41292E+00    0.39847E+05    0.95968E+00
  3609    0.55894E+01    0.21766E+00   -0.41178E+00    0.39829E+05    0.96658E+00
  3610    0.55833E+01    0.21636E+00   -0.41059E+00    0.39811E+05    0.97351E+00
  3611    0.55772E+01    0.21505E+00   -0.40935E+00    0.39794E+05    0.98045E+00
  3612    0.55711E+01    0.21373E+00   -0.40809E+00    0.39776E+05    0.98741E+00
  3613    0.55650E+01    0.21242E+00   -0.40677E+00    0.39758E+05    0.99437E+00
  3614    0.55588E+01    0.21112E+00   -0.40542E+00    0.39741E+05    0.10013E+01
  3615    0.55525E+01    0.20982E+00   -0.40402E+00    0.39723E+05    0.10083E+01
  3616    0.55461E+01    0.20853E+00   -0.40257E+00    0.39706E+05    0.10153E+01
  3617    0.55397E+01    0.20723E+00   -0.40110E+00    0.39688E+05    0.10223E+01
  3618    0.55332E+01    0.20595E+00   -0.39958E+00    0.39670E+05    0.10293E+01
  3619    0.55267E+01    0.20466E+00   -0.39801E+00    0.39653E+05    0.10362E+01
  3620    0.55201E+01    0.20338E+00   -0.39642E+00    0.39635E+05    0.10432E+01
  3621    0.55134E+01    0.20211E+00   -0.39478E+00    0.39618E+05    0.10501E+01
  3622    0.55066E+01    0.20084E+00   -0.39311E+00    0.39600E+05    0.10570E+01
  3623    0.54997E+01    0.19959E+00   -0.39139E+00    0.39583E+05    0.10639E+01
  3624    0.54928E+01    0.19832E+00   -0.38965E+00    0.39565E+05    0.10708E+01
  3625    0.54857E+01    0.19708E+00   -0.38787E+00    0.39548E+05    0.10776E+01
  3626    0.54786E+01    0.19584E+00   -0.38606E+00    0.39530E+05    0.10844E+01
  3627    0.54714E+01    0.19460E+00   -0.38420E+00    0.39513E+05    0.10912E+01
  3628    0.54641E+01    0.19337E+00   -0.38232E+00    0.39495E+05    0.10979E+01
  3629    0.54568E+01    0.19215E+00   -0.38041E+00    0.39478E+05    0.11046E+01
  3630    0.54494E+01    0.19094E+00   -0.37846E+00    0.39460E+05    0.11113E+01
  3631    0.54418E+01    0.18972E+00   -0.37648E+00    0.39443E+05    0.11179E+01
  3632    0.54340E+01    0.18852E+00   -0.37448E+00    0.39425E+05    0.11244E+01
  3633    0.54264E+01    0.18733E+00   -0.37244E+00    0.39408E+05    0.11309E+01
  3634    0.54185E+01    0.18614E+00   -0.37038E+00    0.39391E+05    0.11374E+01
  3635    0.54106E+01    0.18497E+00   -0.36829E+00    0.39373E+05    0.11437E+01
  3636    0.54026E+01    0.18381E+00   -0.36617E+00    0.39356E+05    0.11501E+01
  3637    0.53945E+01    0.18264E+00   -0.36403E+00    0.39338E+05    0.11563E+01
  3638    0.53863E+01    0.18150E+00   -0.36185E+00    0.39321E+05    0.11625E+01
  3639    0.53780E+01    0.18036E+00   -0.35965E+00    0.39304E+05    0.11686E+01
  3640    0.53697E+01    0.17923E+00   -0.35744E+00    0.39287E+05    0.11746E+01
  3641    0.53611E+01    0.17811E+00   -0.35520E+00    0.39269E+05    0.11805E+01
  3642    0.53525E+01    0.17700E+00   -0.35293E+00    0.39252E+05    0.11864E+01
  3643    0.53439E+01    0.17591E+00   -0.35065E+00    0.39235E+05    0.11922E+01
  3644    0.53349E+01    0.17482E+00   -0.34834E+00    0.39217E+05    0.11979E+01
  3645    0.53261E+01    0.17374E+00   -0.34601E+00    0.39200E+05    0.12035E+01
  3646    0.53171E+01    0.17268E+00   -0.34367E+00    0.39183E+05    0.12090E+01
  3647    0.53080E+01    0.17161E+00   -0.34130E+00    0.39166E+05    0.12144E+01
  3648    0.52988E+01    0.17057E+00   -0.33892E+00    0.39148E+05    0.12197E+01
  3649    0.52895E+01    0.16953E+00   -0.33653E+00    0.39131E+05    0.12248E+01
  3650    0.52801E+01    0.16851E+00   -0.33412E+00    0.39114E+05    0.12299E+01
  3651    0.52707E+01    0.16749E+00   -0.33169E+00    0.39097E+05    0.12349E+01
  3652    0.52611E+01    0.16649E+00   -0.32926E+00    0.39080E+05    0.12398E+01
  3653    0.52513E+01    0.16550E+00   -0.32680E+00    0.39063E+05    0.12445E+01
  3654    0.52415E+01    0.16451E+00   -0.32434E+00    0.39045E+05    0.12491E+01
  3655    0.52315E+01    0.16355E+00   -0.32186E+00    0.39028E+05    0.12537E+01
  3656    0.52215E+01    0.16259E+00   -0.31937E+00    0.39011E+05    0.12581E+01
  3657    0.52114E+01    0.16165E+00   -0.31688E+00    0.38994E+05    0.12624E+01
  3658    0.52012E+01    0.16072E+00   -0.31437E+00    0.38977E+05    0.12667E+01
  3659    0.51908E+01    0.15980E+00   -0.31186E+00    0.38960E+05    0.12708E+01
  3660    0.51804E+01    0.15890E+00   -0.30933E+00    0.38943E+05    0.12748E+01
  3661    0.51698E+01    0.15800E+00   -0.30681E+00    0.38926E+05    0.12788E+01
  3662    0.51592E+01    0.15712E+00   -0.30427E+00    0.38909E+05    0.12826E+01
  3663    0.51485E+01    0.15625E+00   -0.30174E+00    0.38892E+05    0.12864E+01
  3664    0.51377E+01    0.15540E+00   -0.29920E+00    0.38875E+05    0.12901E+01
  3665    0.51267E+01    0.15455E+00   -0.29664E+00    0.38858E+05    0.12936E+01
  3666    0.51158E+01    0.15371E+00   -0.29411E+00    0.38841E+05    0.12971E+01
  3667    0.51046E+01    0.15290E+00   -0.29157E+00    0.38824E+05    0.13005E+01
  3668    0.50935E+01    0.15209E+00   -0.28902E+00    0.38807E+05    0.13039E+01
  3669    0.50822E+01    0.15130E+00   -0.28647E+00    0.38790E+05    0.13071E+01
  3670    0.50709E+01    0.15051E+00   -0.28394E+00    0.38773E+05    0.13103E+01
  3671    0.50593E+01    0.14975E+00   -0.28139E+00    0.38756E+05    0.13134E+01
  3672    0.50478E+01    0.14900E+00   -0.27885E+00    0.38739E+05    0.13164E+01
  3673    0.50361E+01    0.14825E+00   -0.27630E+00    0.38722E+05    0.13193E+01
  3674    0.50243E+01    0.14753E+00   -0.27378E+00    0.38705E+05    0.13222E+01
  3675    0.50125E+01    0.14682E+00   -0.27125E+00    0.38688E+05    0.13250E+01
  3676    0.50006E+01    0.14612E+00   -0.26874E+00    0.38671E+05    0.13277E+01
  3677    0.49886E+01    0.14543E+00   -0.26621E+00    0.38655E+05    0.13304E+01
  3678    0.49765E+01    0.14475E+00   -0.26370E+00    0.38638E+05    0.13329E+01
  3679    0.49644E+01    0.14409E+00   -0.26120E+00    0.38621E+05    0.13355E+01
  3680    0.49522E+01    0.14344E+00   -0.25871E+00    0.38604E+05    0.13379E+01
  3681    0.49398E+01    0.14280E+00   -0.25623E+00    0.38587E+05    0.13404E+01
  3682    0.49274E+01    0.14218E+00   -0.25376E+00    0.38570E+05    0.13427E+01
  3683    0.49149E+01    0.14157E+00   -0.25131E+00    0.38554E+05    0.13450E+01
  3684    0.49024E+01    0.14098E+00   -0.24886E+00    0.38537E+05    0.13472E+01
  3685    0.48897E+01    0.14039E+00   -0.24642E+00    0.38520E+05    0.13494E+01
  3686    0.48771E+01    0.13981E+00   -0.24401E+00    0.38503E+05    0.13516E+01
  3687    0.48643E+01    0.13926E+00   -0.24160E+00    0.38487E+05    0.13536E+01
  3688    0.48514E+01    0.13872E+00   -0.23920E+00    0.38470E+05    0.13557E+01
  3689    0.48386E+01    0.13818E+00   -0.23682E+00    0.38453E+05    0.13577E+01
  3690    0.48255E+01    0.13767E+00   -0.23446E+00    0.38436E+05    0.13596E+01
  3691    0.48125E+01    0.13716E+00   -0.23211E+00    0.38420E+05    0.13615E+01
  3692    0.47994E+01    0.13667E+00   -0.22978E+00    0.38403E+05    0.13634E+01
  3693    0.47863E+01    0.13619E+00   -0.22747E+00    0.38386E+05    0.13652E+01
  3694    0.47730E+01    0.13572E+00   -0.22518E+00    0.38370E+05    0.13670E+01
  3695    0.47598E+01    0.13527E+00   -0.22291E+00    0.38353E+05    0.13687E+01
  3696    0.47464E+01    0.13482E+00   -0.22066E+00    0.38336E+05    0.13704E+01
  3697    0.47330E+01    0.13440E+00   -0.21843E+00    0.38320E+05    0.13721E+01
  3698    0.47197E+01    0.13398E+00   -0.21622E+00    0.38303E+05    0.13738E+01
  3699    0.47062E+01    0.13357E+00   -0.21402E+00    0.38287E+05    0.13754E+01
  3700    0.46926E+01    0.13318E+00   -0.21186E+00    0.38270E+05    0.13770E+01
  3701    0.46791E+01    0.13280E+00   -0.20971E+00    0.38253E+05    0.13786E+01
  3702    0.46654E+01    0.13243E+00   -0.20759E+00    0.38237E+05    0.13801E+01
  3703    0.46518E+01    0.13208E+00   -0.20549E+00    0.38220E+05    0.13816E+01
  3704    0.46381E+01    0.13173E+00   -0.20341E+00    0.38204E+05    0.13831E+01
  3705    0.46244E+01    0.13140E+00   -0.20135E+00    0.38187E+05    0.13846E+01
  3706    0.46105E+01    0.13107E+00   -0.19933E+00    0.38171E+05    0.13860E+01
  3707    0.45967E+01    0.13077E+00   -0.19733E+00    0.38154E+05    0.13874E+01
  3708    0.45828E+01    0.13047E+00   -0.19535E+00    0.38138E+05    0.13887E+01
  3709    0.45690E+01    0.13018E+00   -0.19340E+00    0.38121E+05    0.13900E+01
  3710    0.45551E+01    0.12990E+00   -0.19148E+00    0.38105E+05    0.13913E+01
  3711    0.45411E+01    0.12964E+00   -0.18958E+00    0.38088E+05    0.13925E+01
  3712    0.45272E+01    0.12939E+00   -0.18772E+00    0.38072E+05    0.13937E+01
  3713    0.45133E+01    0.12914E+00   -0.18587E+00    0.38055E+05    0.13948E+01
  3714    0.44993E+01    0.12889E+00   -0.18406E+00    0.38039E+05    0.13958E+01
  3715    0.44853E+01    0.12867E+00   -0.18227E+00    0.38022E+05    0.13969E+01
  3716    0.44712E+01    0.12846E+00   -0.18052E+00    0.38006E+05    0.13978E+01
  3717    0.44572E+01    0.12825E+00   -0.17880E+00    0.37990E+05    0.13987E+01
  3718    0.44432E+01    0.12806E+00   -0.17709E+00    0.37973E+05    0.13996E+01
  3719    0.44290E+01    0.12788E+00   -0.17543E+00    0.37957E+05    0.14004E+01
  3720    0.44150E+01    0.12772E+00   -0.17379E+00    0.37941E+05    0.14011E+01
  3721    0.44009E+01    0.12756E+00   -0.17218E+00    0.37924E+05    0.14018E+01
  3722    0.43868E+01    0.12740E+00   -0.17060E+00    0.37908E+05    0.14024E+01
  3723    0.43727E+01    0.12726E+00   -0.16905E+00    0.37892E+05    0.14030E+01
  3724    0.43587E+01    0.12713E+00   -0.16753E+00    0.37875E+05    0.14034E+01
  3725    0.43446E+01    0.12700E+00   -0.16605E+00    0.37859E+05    0.14038E+01
  3726    0.43305E+01    0.12688E+00   -0.16460E+00    0.37843E+05    0.14042E+01
  3727    0.43164E+01    0.12677E+00   -0.16318E+00    0.37826E+05    0.14044E+01
  3728    0.43024E+01    0.12667E+00   -0.16179E+00    0.37810E+05    0.14046E+01
  3729    0.42883E+01    0.12659E+00   -0.16044E+00    0.37794E+05    0.14047E+01
  3730    0.42743E+01    0.12650E+00   -0.15910E+00    0.37778E+05    0.14047E+01
  3731    0.42602E+01    0.12643E+00   -0.15781E+00    0.37761E+05    0.14047E+01
  3732    0.42463E+01    0.12635E+00   -0.15655E+00    0.37745E+05    0.14046E+01
  3733    0.42322E+01    0.12630E+00   -0.15532E+00    0.37729E+05    0.14043E+01
  3734    0.42183E+01    0.12624E+00   -0.15412E+00    0.37713E+05    0.14040E+01
  3735    0.42043E+01    0.12619E+00   -0.15296E+00    0.37697E+05    0.14036E+01
  3736    0.41904E+01    0.12615E+00   -0.15184E+00    0.37680E+05    0.14031E+01
  3737    0.41766E+01    0.12613E+00   -0.15074E+00    0.37664E+05    0.14025E+01
  3738    0.41626E+01    0.12610E+00   -0.14968E+00    0.37648E+05    0.14019E+01
  3739    0.41488E+01    0.12609E+00   -0.14864E+00    0.37632E+05    0.14011E+01
  3740    0.41351E+01    0.12607E+00   -0.14764E+00    0.37616E+05    0.14002E+01
  3741    0.41213E+01    0.12607E+00   -0.14665E+00    0.37600E+05    0.13993E+01
  3742    0.41075E+01    0.12607E+00   -0.14572E+00    0.37584E+05    0.13982E+01
  3743    0.40939E+01    0.12607E+00   -0.14481E+00    0.37567E+05    0.13970E+01
  3744    0.40803E+01    0.12608E+00   -0.14394E+00    0.37551E+05    0.13957E+01
  3745    0.40666E+01    0.12610E+00   -0.14310E+00    0.37535E+05    0.13943E+01
  3746    0.40531E+01    0.12612E+00   -0.14230E+00    0.37519E+05    0.13928E+01
  3747    0.40395E+01    0.12615E+00   -0.14153E+00    0.37503E+05    0.13912E+01
  3748    0.40261E+01    0.12618E+00   -0.14079E+00    0.37487E+05    0.13895E+01
  3749    0.40127E+01    0.12622E+00   -0.14008E+00    0.37471E+05    0.13877E+01
  3750    0.39992E+01    0.12625E+00   -0.13941E+00    0.37455E+05    0.13857E+01
  3751    0.39860E+01    0.12630E+00   -0.13876E+00    0.37439E+05    0.13836E+01
  3752    0.39727E+01    0.12635E+00   -0.13816E+00    0.37423E+05    0.13814E+01
  3753    0.39595E+01    0.12641E+00   -0.13759E+00    0.37407E+05    0.13791E+01
  3754    0.39464E+01    0.12646E+00   -0.13703E+00    0.37391E+05    0.13767E+01
  3755    0.39332E+01    0.12652E+00   -0.13652E+00    0.37375E+05    0.13742E+01
  3756    0.39202E+01    0.12659E+00   -0.13605E+00    0.37359E+05    0.13715E+01
  3757    0.39072E+01    0.12665E+00   -0.13560E+00    0.37343E+05    0.13687E+01
  3758    0.38942E+01    0.12672E+00   -0.13517E+00    0.37327E+05    0.13659E+01
  3759    0.38814E+01    0.12679E+00   -0.13479E+00    0.37311E+05    0.13629E+01
  3760    0.38685E+01    0.12688E+00   -0.13443E+00    0.37295E+05    0.13598E+01
  3761    0.38559E+01    0.12696E+00   -0.13410E+00    0.37280E+05    0.13566E+01
  3762    0.38432E+01    0.12703E+00   -0.13380E+00    0.37264E+05    0.13532E+01
  3763    0.38306E+01    0.12711E+00   -0.13353E+00    0.37248E+05    0.13498E+01
  3764    0.38181E+01    0.12719E+00   -0.13329E+00    0.37232E+05    0.13463E+01
  3765    0.38057E+01    0.12728E+00   -0.13308E+00    0.37216E+05    0.13427E+01
  3766    0.37934E+01    0.12736E+00   -0.13290E+00    0.37200E+05    0.13389E+01
  3767    0.37810E+01    0.12745E+00   -0.13275E+00    0.37184E+05    0.13351E+01
  3768    0.37688E+01    0.12755E+00   -0.13262E+00    0.37169E+05    0.13311E+01
