#    L    TT             EE             TE             PP             TP          
  2419    0.98558E+02    0.22509E+01   -0.40971E+01    0.75803E+05    0.76218E+01
  2420    0.98275E+02    0.22460E+01   -0.40246E+01    0.75753E+05    0.75745E+01
  2421    0.97984E+02    0.22415E+01   -0.39528E+01    0.75702E+05    0.75266E+01
  2422    0.97700E+02    0.22375E+01   -0.38817E+01    0.75652E+05    0.74781E+01
  2423    0.97401E+02    0.22339E+01   -0.38114E+01    0.75601E+05    0.74291E+01
  2424    0.97103E+02    0.22307E+01   -0.37417E+01    0.75551E+05    0.73796E+01
  2425    0.96811E+02    0.22281E+01   -0.36730E+01    0.75501E+05    0.73296E+01
  2426    0.96504E+02    0.22259E+01   -0.36050E+01    0.75450E+05    0.72790E+01
  2427    0.96197E+02    0.22240E+01   -0.35379E+01    0.75400E+05    0.72279E+01
  2428    0.95898E+02    0.22226E+01   -0.34716E+01    0.75350E+05    0.71764E+01
  2429    0.95583E+02    0.22216E+01   -0.34063E+01    0.75300E+05    0.71243E+01
  2430    0.95276E+02    0.22211E+01   -0.33418E+01    0.75250E+05    0.70717E+01
  2431    0.94954E+02    0.22210E+01   -0.32782E+01    0.75200E+05    0.70187E+01
  2432    0.94646E+02    0.22212E+01   -0.32156E+01    0.75150E+05    0.69652E+01
  2433    0.94316E+02    0.22219E+01   -0.31539E+01    0.75100E+05    0.69112E+01
  2434    0.94001E+02    0.22229E+01   -0.30932E+01    0.75050E+05    0.68568E+01
  2435    0.93678E+02    0.22243E+01   -0.30334E+01    0.75001E+05    0.68019E+01
  2436    0.93355E+02    0.22262E+01   -0.29747E+01    0.74951E+05    0.67466E+01
  2437    0.93031E+02    0.22284E+01   -0.29170E+01    0.74901E+05    0.66908E+01
  2438    0.92700E+02    0.22310E+01   -0.28603E+01    0.74852E+05    0.66346E+01
  2439    0.92370E+02    0.22340E+01   -0.28047E+01    0.74802E+05    0.65781E+01
  2440    0.92046E+02    0.22373E+01   -0.27501E+01    0.74753E+05    0.65211E+01
  2441    0.91707E+02    0.22409E+01   -0.26966E+01    0.74703E+05    0.64637E+01
  2442    0.91376E+02    0.22450E+01   -0.26443E+01    0.74654E+05    0.64059E+01
  2443    0.91037E+02    0.22494E+01   -0.25929E+01    0.74604E+05    0.63477E+01
  2444    0.90698E+02    0.22542E+01   -0.25428E+01    0.74555E+05    0.62891E+01
  2445    0.90359E+02    0.22593E+01   -0.24938E+01    0.74506E+05    0.62302E+01
  2446    0.90020E+02    0.22646E+01   -0.24458E+01    0.74457E+05    0.61709E+01
  2447    0.89680E+02    0.22703E+01   -0.23991E+01    0.74408E+05    0.61113E+01
  2448    0.89333E+02    0.22763E+01   -0.23536E+01    0.74359E+05    0.60513E+01
  2449    0.88994E+02    0.22827E+01   -0.23092E+01    0.74310E+05    0.59910E+01
  2450    0.88647E+02    0.22894E+01   -0.22659E+01    0.74261E+05    0.59303E+01
  2451    0.88299E+02    0.22962E+01   -0.22239E+01    0.74212E+05    0.58694E+01
  2452    0.87945E+02    0.23034E+01   -0.21831E+01    0.74163E+05    0.58081E+01
  2453    0.87605E+02    0.23109E+01   -0.21434E+01    0.74114E+05    0.57465E+01
  2454    0.87257E+02    0.23187E+01   -0.21050E+01    0.74065E+05    0.56847E+01
  2455    0.86909E+02    0.23267E+01   -0.20678E+01    0.74017E+05    0.56225E+01
  2456    0.86562E+02    0.23350E+01   -0.20318E+01    0.73968E+05    0.55602E+01
  2457    0.86214E+02    0.23435E+01   -0.19971E+01    0.73919E+05    0.54975E+01
  2458    0.85859E+02    0.23523E+01   -0.19637E+01    0.73871E+05    0.54347E+01
  2459    0.85518E+02    0.23613E+01   -0.19315E+01    0.73822E+05    0.53716E+01
  2460    0.85170E+02    0.23705E+01   -0.19005E+01    0.73774E+05    0.53083E+01
  2461    0.84815E+02    0.23799E+01   -0.18707E+01    0.73726E+05    0.52449E+01
  2462    0.84474E+02    0.23896E+01   -0.18423E+01    0.73677E+05    0.51812E+01
  2463    0.84126E+02    0.23994E+01   -0.18149E+01    0.73629E+05    0.51174E+01
  2464    0.83777E+02    0.24094E+01   -0.17890E+01    0.73581E+05    0.50534E+01
  2465    0.83436E+02    0.24196E+01   -0.17642E+01    0.73533E+05    0.49893E+01
  2466    0.83088E+02    0.24301E+01   -0.17407E+01    0.73484E+05    0.49251E+01
  2467    0.82740E+02    0.24407E+01   -0.17184E+01    0.73436E+05    0.48607E+01
  2468    0.82391E+02    0.24514E+01   -0.16974E+01    0.73388E+05    0.47963E+01
  2469    0.82043E+02    0.24623E+01   -0.16777E+01    0.73340E+05    0.47317E+01
  2470    0.81694E+02    0.24734E+01   -0.16593E+01    0.73292E+05    0.46671E+01
  2471    0.81353E+02    0.24845E+01   -0.16420E+01    0.73245E+05    0.46024E+01
  2472    0.81012E+02    0.24958E+01   -0.16260E+01    0.73197E+05    0.45377E+01
  2473    0.80671E+02    0.25073E+01   -0.16111E+01    0.73149E+05    0.44729E+01
  2474    0.80330E+02    0.25189E+01   -0.15976E+01    0.73101E+05    0.44081E+01
  2475    0.79988E+02    0.25306E+01   -0.15853E+01    0.73054E+05    0.43433E+01
  2476    0.79655E+02    0.25424E+01   -0.15744E+01    0.73006E+05    0.42785E+01
  2477    0.79313E+02    0.25543E+01   -0.15645E+01    0.72958E+05    0.42137E+01
  2478    0.78980E+02    0.25662E+01   -0.15559E+01    0.72911E+05    0.41490E+01
  2479    0.78638E+02    0.25782E+01   -0.15486E+01    0.72864E+05    0.40842E+01
  2480    0.78312E+02    0.25903E+01   -0.15423E+01    0.72816E+05    0.40196E+01
  2481    0.77971E+02    0.26025E+01   -0.15374E+01    0.72769E+05    0.39550E+01
  2482    0.77645E+02    0.26147E+01   -0.15336E+01    0.72721E+05    0.38904E+01
  2483    0.77311E+02    0.26271E+01   -0.15310E+01    0.72674E+05    0.38260E+01
  2484    0.76982E+02    0.26393E+01   -0.15297E+01    0.72627E+05    0.37617E+01
  2485    0.76660E+02    0.26518E+01   -0.15293E+01    0.72580E+05    0.36975E+01
  2486    0.76338E+02    0.26641E+01   -0.15303E+01    0.72533E+05    0.36334E+01
  2487    0.76016E+02    0.26765E+01   -0.15324E+01    0.72486E+05    0.35694E+01
  2488    0.75698E+02    0.26888E+01   -0.15356E+01    0.72439E+05    0.35057E+01
  2489    0.75380E+02    0.27013E+01   -0.15400E+01    0.72392E+05    0.34420E+01
  2490    0.75065E+02    0.27136E+01   -0.15455E+01    0.72345E+05    0.33786E+01
  2491    0.74752E+02    0.27260E+01   -0.15521E+01    0.72298E+05    0.33154E+01
  2492    0.74439E+02    0.27383E+01   -0.15599E+01    0.72251E+05    0.32523E+01
  2493    0.74131E+02    0.27507E+01   -0.15686E+01    0.72204E+05    0.31895E+01
  2494    0.73826E+02    0.27630E+01   -0.15785E+01    0.72158E+05    0.31270E+01
  2495    0.73521E+02    0.27752E+01   -0.15894E+01    0.72111E+05    0.30646E+01
  2496    0.73219E+02    0.27874E+01   -0.16014E+01    0.72064E+05    0.30026E+01
  2497    0.72921E+02    0.27995E+01   -0.16145E+01    0.72018E+05    0.29408E+01
  2498    0.72623E+02    0.28115E+01   -0.16286E+01    0.71971E+05    0.28792E+01
  2499    0.72330E+02    0.28236E+01   -0.16437E+01    0.71925E+05    0.28180E+01
  2500    0.72038E+02    0.28355E+01   -0.16598E+01    0.71878E+05    0.27571E+01
  2501    0.71750E+02    0.28472E+01   -0.16769E+01    0.71832E+05    0.26965E+01
  2502    0.71464E+02    0.28590E+01   -0.16949E+01    0.71786E+05    0.26363E+01
  2503    0.71180E+02    0.28706E+01   -0.17139E+01    0.71740E+05    0.25764E+01
  2504    0.70900E+02    0.28822E+01   -0.17339E+01    0.71693E+05    0.25168E+01
  2505    0.70623E+02    0.28936E+01   -0.17547E+01    0.71647E+05    0.24576E+01
  2506    0.70348E+02    0.29050E+01   -0.17766E+01    0.71601E+05    0.23988E+01
  2507    0.70075E+02    0.29161E+01   -0.17992E+01    0.71555E+05    0.23403E+01
  2508    0.69807E+02    0.29272E+01   -0.18227E+01    0.71509E+05    0.22822E+01
  2509    0.69541E+02    0.29381E+01   -0.18473E+01    0.71463E+05    0.22244E+01
  2510    0.69279E+02    0.29489E+01   -0.18726E+01    0.71417E+05    0.21671E+01
  2511    0.69020E+02    0.29595E+01   -0.18984E+01    0.71371E+05    0.21102E+01
  2512    0.68762E+02    0.29699E+01   -0.19253E+01    0.71325E+05    0.20536E+01
  2513    0.68509E+02    0.29805E+01   -0.19530E+01    0.71280E+05    0.19975E+01
  2514    0.68259E+02    0.29905E+01   -0.19815E+01    0.71234E+05    0.19418E+01
  2515    0.68012E+02    0.30004E+01   -0.20107E+01    0.71188E+05    0.18865E+01
  2516    0.67768E+02    0.30102E+01   -0.20408E+01    0.71143E+05    0.18317E+01
  2517    0.67528E+02    0.30199E+01   -0.20714E+01    0.71097E+05    0.17773E+01
  2518    0.67290E+02    0.30294E+01   -0.21027E+01    0.71051E+05    0.17234E+01
  2519    0.67056E+02    0.30385E+01   -0.21347E+01    0.71006E+05    0.16699E+01
  2520    0.66826E+02    0.30476E+01   -0.21673E+01    0.70960E+05    0.16169E+01
  2521    0.66598E+02    0.30565E+01   -0.22006E+01    0.70915E+05    0.15643E+01
  2522    0.66374E+02    0.30651E+01   -0.22344E+01    0.70870E+05    0.15122E+01
  2523    0.66154E+02    0.30736E+01   -0.22690E+01    0.70824E+05    0.14606E+01
  2524    0.65936E+02    0.30818E+01   -0.23041E+01    0.70779E+05    0.14095E+01
  2525    0.65722E+02    0.30897E+01   -0.23397E+01    0.70734E+05    0.13590E+01
  2526    0.65513E+02    0.30975E+01   -0.23757E+01    0.70689E+05    0.13089E+01
  2527    0.65304E+02    0.31050E+01   -0.24125E+01    0.70644E+05    0.12593E+01
  2528    0.65101E+02    0.31123E+01   -0.24496E+01    0.70599E+05    0.12103E+01
  2529    0.64901E+02    0.31194E+01   -0.24873E+01    0.70554E+05    0.11618E+01
  2530    0.64706E+02    0.31263E+01   -0.25253E+01    0.70509E+05    0.11138E+01
  2531    0.64512E+02    0.31329E+01   -0.25638E+01    0.70464E+05    0.10664E+01
  2532    0.64323E+02    0.31393E+01   -0.26027E+01    0.70419E+05    0.10195E+01
  2533    0.64138E+02    0.31453E+01   -0.26420E+01    0.70374E+05    0.97316E+00
  2534    0.63956E+02    0.31512E+01   -0.26817E+01    0.70329E+05    0.92742E+00
  2535    0.63777E+02    0.31567E+01   -0.27218E+01    0.70284E+05    0.88224E+00
  2536    0.63600E+02    0.31620E+01   -0.27621E+01    0.70240E+05    0.83766E+00
  2537    0.63428E+02    0.31672E+01   -0.28027E+01    0.70195E+05    0.79366E+00
  2538    0.63260E+02    0.31720E+01   -0.28435E+01    0.70151E+05    0.75026E+00
  2539    0.63095E+02    0.31765E+01   -0.28847E+01    0.70106E+05    0.70746E+00
  2540    0.62933E+02    0.31807E+01   -0.29263E+01    0.70062E+05    0.66528E+00
  2541    0.62775E+02    0.31847E+01   -0.29678E+01    0.70017E+05    0.62371E+00
  2542    0.62619E+02    0.31885E+01   -0.30096E+01    0.69973E+05    0.58278E+00
  2543    0.62467E+02    0.31919E+01   -0.30517E+01    0.69928E+05    0.54247E+00
  2544    0.62319E+02    0.31950E+01   -0.30939E+01    0.69884E+05    0.50281E+00
  2545    0.62175E+02    0.31979E+01   -0.31362E+01    0.69840E+05    0.46380E+00
  2546    0.62034E+02    0.32004E+01   -0.31787E+01    0.69795E+05    0.42545E+00
  2547    0.61897E+02    0.32027E+01   -0.32211E+01    0.69751E+05    0.38776E+00
  2548    0.61762E+02    0.32048E+01   -0.32637E+01    0.69707E+05    0.35074E+00
  2549    0.61631E+02    0.32065E+01   -0.33063E+01    0.69663E+05    0.31440E+00
  2550    0.61504E+02    0.32078E+01   -0.33491E+01    0.69619E+05    0.27874E+00
  2551    0.61379E+02    0.32089E+01   -0.33917E+01    0.69575E+05    0.24378E+00
  2552    0.61259E+02    0.32098E+01   -0.34345E+01    0.69531E+05    0.20951E+00
  2553    0.61142E+02    0.32103E+01   -0.34772E+01    0.69487E+05    0.17593E+00
  2554    0.61027E+02    0.32106E+01   -0.35197E+01    0.69443E+05    0.14304E+00
  2555    0.60915E+02    0.32105E+01   -0.35623E+01    0.69399E+05    0.11083E+00
  2556    0.60807E+02    0.32102E+01   -0.36048E+01    0.69356E+05    0.79313E-01
  2557    0.60703E+02    0.32095E+01   -0.36471E+01    0.69312E+05    0.48474E-01
  2558    0.60601E+02    0.32085E+01   -0.36891E+01    0.69268E+05    0.18316E-01
  2559    0.60503E+02    0.32073E+01   -0.37311E+01    0.69225E+05   -0.11164E-01
  2560    0.60408E+02    0.32058E+01   -0.37730E+01    0.69181E+05   -0.39966E-01
  2561    0.60315E+02    0.32039E+01   -0.38148E+01    0.69137E+05   -0.68094E-01
  2562    0.60226E+02    0.32018E+01   -0.38563E+01    0.69094E+05   -0.95548E-01
  2563    0.60140E+02    0.31993E+01   -0.38975E+01    0.69050E+05   -0.12233E+00
  2564    0.60056E+02    0.31966E+01   -0.39385E+01    0.69007E+05   -0.14844E+00
  2565    0.59976E+02    0.31936E+01   -0.39793E+01    0.68964E+05   -0.17389E+00
  2566    0.59898E+02    0.31904E+01   -0.40198E+01    0.68920E+05   -0.19867E+00
  2567    0.59824E+02    0.31869E+01   -0.40600E+01    0.68877E+05   -0.22279E+00
  2568    0.59752E+02    0.31829E+01   -0.40998E+01    0.68834E+05   -0.24624E+00
  2569    0.59683E+02    0.31787E+01   -0.41394E+01    0.68791E+05   -0.26904E+00
  2570    0.59617E+02    0.31742E+01   -0.41786E+01    0.68748E+05   -0.29117E+00
  2571    0.59554E+02    0.31694E+01   -0.42174E+01    0.68704E+05   -0.31265E+00
  2572    0.59493E+02    0.31642E+01   -0.42558E+01    0.68661E+05   -0.33348E+00
  2573    0.59434E+02    0.31589E+01   -0.42938E+01    0.68618E+05   -0.35365E+00
  2574    0.59379E+02    0.31533E+01   -0.43316E+01    0.68575E+05   -0.37317E+00
  2575    0.59325E+02    0.31474E+01   -0.43688E+01    0.68532E+05   -0.39205E+00
  2576    0.59275E+02    0.31412E+01   -0.44054E+01    0.68490E+05   -0.41027E+00
  2577    0.59227E+02    0.31347E+01   -0.44416E+01    0.68447E+05   -0.42785E+00
  2578    0.59180E+02    0.31280E+01   -0.44774E+01    0.68404E+05   -0.44479E+00
  2579    0.59137E+02    0.31209E+01   -0.45127E+01    0.68361E+05   -0.46109E+00
  2580    0.59096E+02    0.31136E+01   -0.45474E+01    0.68318E+05   -0.47674E+00
  2581    0.59057E+02    0.31060E+01   -0.45816E+01    0.68276E+05   -0.49176E+00
  2582    0.59020E+02    0.30982E+01   -0.46153E+01    0.68233E+05   -0.50615E+00
  2583    0.58985E+02    0.30901E+01   -0.46484E+01    0.68191E+05   -0.51989E+00
  2584    0.58953E+02    0.30817E+01   -0.46810E+01    0.68148E+05   -0.53301E+00
  2585    0.58922E+02    0.30732E+01   -0.47129E+01    0.68106E+05   -0.54550E+00
  2586    0.58894E+02    0.30643E+01   -0.47444E+01    0.68063E+05   -0.55736E+00
  2587    0.58868E+02    0.30551E+01   -0.47751E+01    0.68021E+05   -0.56859E+00
  2588    0.58843E+02    0.30458E+01   -0.48053E+01    0.67978E+05   -0.57919E+00
  2589    0.58820E+02    0.30361E+01   -0.48348E+01    0.67936E+05   -0.58918E+00
  2590    0.58799E+02    0.30262E+01   -0.48637E+01    0.67894E+05   -0.59854E+00
  2591    0.58780E+02    0.30161E+01   -0.48920E+01    0.67851E+05   -0.60729E+00
  2592    0.58763E+02    0.30057E+01   -0.49195E+01    0.67809E+05   -0.61541E+00
  2593    0.58746E+02    0.29952E+01   -0.49463E+01    0.67767E+05   -0.62293E+00
  2594    0.58732E+02    0.29844E+01   -0.49725E+01    0.67725E+05   -0.62982E+00
  2595    0.58719E+02    0.29733E+01   -0.49980E+01    0.67683E+05   -0.63611E+00
  2596    0.58708E+02    0.29621E+01   -0.50227E+01    0.67641E+05   -0.64179E+00
  2597    0.58698E+02    0.29506E+01   -0.50468E+01    0.67599E+05   -0.64686E+00
  2598    0.58690E+02    0.29388E+01   -0.50700E+01    0.67557E+05   -0.65132E+00
  2599    0.58682E+02    0.29269E+01   -0.50925E+01    0.67515E+05   -0.65518E+00
  2600    0.58677E+02    0.29147E+01   -0.51143E+01    0.67473E+05   -0.65844E+00
  2601    0.58671E+02    0.29025E+01   -0.51353E+01    0.67431E+05   -0.66109E+00
  2602    0.58668E+02    0.28899E+01   -0.51556E+01    0.67390E+05   -0.66315E+00
  2603    0.58665E+02    0.28771E+01   -0.51751E+01    0.67348E+05   -0.66461E+00
  2604    0.58665E+02    0.28642E+01   -0.51938E+01    0.67306E+05   -0.66548E+00
  2605    0.58664E+02    0.28511E+01   -0.52118E+01    0.67265E+05   -0.66575E+00
  2606    0.58665E+02    0.28378E+01   -0.52289E+01    0.67223E+05   -0.66544E+00
  2607    0.58665E+02    0.28243E+01   -0.52453E+01    0.67182E+05   -0.66453E+00
  2608    0.58668E+02    0.28106E+01   -0.52608E+01    0.67140E+05   -0.66304E+00
  2609    0.58670E+02    0.27967E+01   -0.52756E+01    0.67099E+05   -0.66096E+00
  2610    0.58674E+02    0.27828E+01   -0.52894E+01    0.67057E+05   -0.65830E+00
  2611    0.58679E+02    0.27686E+01   -0.53025E+01    0.67016E+05   -0.65506E+00
  2612    0.58683E+02    0.27543E+01   -0.53148E+01    0.66974E+05   -0.65125E+00
  2613    0.58688E+02    0.27398E+01   -0.53261E+01    0.66933E+05   -0.64685E+00
  2614    0.58694E+02    0.27252E+01   -0.53369E+01    0.66892E+05   -0.64188E+00
  2615    0.58700E+02    0.27104E+01   -0.53466E+01    0.66851E+05   -0.63634E+00
  2616    0.58707E+02    0.26956E+01   -0.53555E+01    0.66809E+05   -0.63022E+00
  2617    0.58713E+02    0.26805E+01   -0.53636E+01    0.66768E+05   -0.62354E+00
  2618    0.58721E+02    0.26653E+01   -0.53708E+01    0.66727E+05   -0.61629E+00
  2619    0.58728E+02    0.26501E+01   -0.53772E+01    0.66686E+05   -0.60847E+00
  2620    0.58736E+02    0.26347E+01   -0.53828E+01    0.66645E+05   -0.60009E+00
  2621    0.58743E+02    0.26191E+01   -0.53875E+01    0.66604E+05   -0.59115E+00
  2622    0.58751E+02    0.26035E+01   -0.53914E+01    0.66563E+05   -0.58165E+00
  2623    0.58759E+02    0.25878E+01   -0.53944E+01    0.66522E+05   -0.57160E+00
  2624    0.58766E+02    0.25719E+01   -0.53966E+01    0.66481E+05   -0.56098E+00
  2625    0.58773E+02    0.25560E+01   -0.53979E+01    0.66441E+05   -0.54982E+00
  2626    0.58781E+02    0.25400E+01   -0.53983E+01    0.66400E+05   -0.53810E+00
  2627    0.58787E+02    0.25240E+01   -0.53980E+01    0.66359E+05   -0.52584E+00
  2628    0.58794E+02    0.25078E+01   -0.53968E+01    0.66318E+05   -0.51302E+00
  2629    0.58800E+02    0.24915E+01   -0.53947E+01    0.66278E+05   -0.49966E+00
  2630    0.58806E+02    0.24753E+01   -0.53918E+01    0.66237E+05   -0.48576E+00
  2631    0.58811E+02    0.24589E+01   -0.53881E+01    0.66197E+05   -0.47132E+00
  2632    0.58817E+02    0.24424E+01   -0.53835E+01    0.66156E+05   -0.45633E+00
  2633    0.58820E+02    0.24259E+01   -0.53780E+01    0.66116E+05   -0.44081E+00
  2634    0.58824E+02    0.24094E+01   -0.53717E+01    0.66075E+05   -0.42475E+00
  2635    0.58827E+02    0.23928E+01   -0.53647E+01    0.66035E+05   -0.40816E+00
  2636    0.58829E+02    0.23762E+01   -0.53567E+01    0.65994E+05   -0.39104E+00
  2637    0.58831E+02    0.23595E+01   -0.53480E+01    0.65954E+05   -0.37338E+00
  2638    0.58831E+02    0.23428E+01   -0.53384E+01    0.65914E+05   -0.35520E+00
  2639    0.58832E+02    0.23261E+01   -0.53281E+01    0.65873E+05   -0.33650E+00
  2640    0.58831E+02    0.23093E+01   -0.53169E+01    0.65833E+05   -0.31727E+00
  2641    0.58829E+02    0.22927E+01   -0.53050E+01    0.65793E+05   -0.29751E+00
  2642    0.58827E+02    0.22760E+01   -0.52922E+01    0.65753E+05   -0.27724E+00
  2643    0.58823E+02    0.22592E+01   -0.52786E+01    0.65713E+05   -0.25645E+00
  2644    0.58818E+02    0.22424E+01   -0.52642E+01    0.65673E+05   -0.23514E+00
  2645    0.58813E+02    0.22257E+01   -0.52491E+01    0.65633E+05   -0.21332E+00
  2646    0.58805E+02    0.22090E+01   -0.52332E+01    0.65593E+05   -0.19099E+00
  2647    0.58797E+02    0.21923E+01   -0.52165E+01    0.65553E+05   -0.16814E+00
  2648    0.58788E+02    0.21755E+01   -0.51991E+01    0.65513E+05   -0.14479E+00
  2649    0.58777E+02    0.21589E+01   -0.51810E+01    0.65473E+05   -0.12093E+00
  2650    0.58765E+02    0.21422E+01   -0.51620E+01    0.65433E+05   -0.96572E-01
  2651    0.58752E+02    0.21257E+01   -0.51423E+01    0.65394E+05   -0.71709E-01
  2652    0.58737E+02    0.21091E+01   -0.51219E+01    0.65354E+05   -0.46358E-01
  2653    0.58721E+02    0.20927E+01   -0.51008E+01    0.65314E+05   -0.20532E-01
  2654    0.58704E+02    0.20762E+01   -0.50790E+01    0.65275E+05    0.57548E-02
  2655    0.58685E+02    0.20597E+01   -0.50565E+01    0.65235E+05    0.32488E-01
  2656    0.58664E+02    0.20434E+01   -0.50332E+01    0.65195E+05    0.59653E-01
  2657    0.58641E+02    0.20271E+01   -0.50092E+01    0.65156E+05    0.87237E-01
  2658    0.58618E+02    0.20108E+01   -0.49847E+01    0.65116E+05    0.11523E+00
