#    L    TT             EE             BB             TE             PP             TP             EP          
  3875    0.29562E+01    0.11781E+00    0.00000E+00   -0.19014E+00    0.76178E-09    0.41048E-07    0.42101E-08
  3876    0.29522E+01    0.11743E+00    0.00000E+00   -0.19044E+00    0.76146E-09    0.40866E-07    0.41909E-08
  3877    0.29482E+01    0.11705E+00    0.00000E+00   -0.19072E+00    0.76115E-09    0.40687E-07    0.41710E-08
  3878    0.29442E+01    0.11666E+00    0.00000E+00   -0.19098E+00    0.76084E-09    0.40512E-07    0.41503E-08
  3879    0.29403E+01    0.11628E+00    0.00000E+00   -0.19123E+00    0.76052E-09    0.40340E-07    0.41290E-08
  3880    0.29364E+01    0.11588E+00    0.00000E+00   -0.19146E+00    0.76021E-09    0.40172E-07    0.41071E-08
  3881    0.29325E+01    0.11546E+00    0.00000E+00   -0.19167E+00    0.75989E-09    0.40008E-07    0.40845E-08
  3882    0.29285E+01    0.11506E+00    0.00000E+00   -0.19186E+00    0.75958E-09    0.39847E-07    0.40612E-08
  3883    0.29246E+01    0.11464E+00    0.00000E+00   -0.19203E+00    0.75926E-09    0.39688E-07    0.40373E-08
  3884    0.29208E+01    0.11424E+00    0.00000E+00   -0.19219E+00    0.75895E-09    0.39533E-07    0.40127E-08
  3885    0.29170E+01    0.11382E+00    0.00000E+00   -0.19233E+00    0.75864E-09    0.39381E-07    0.39875E-08
  3886    0.29131E+01    0.11340E+00    0.00000E+00   -0.19245E+00    0.75832E-09    0.39231E-07    0.39617E-08
  3887    0.29093E+01    0.11298E+00    0.00000E+00   -0.19254E+00    0.75801E-09    0.39084E-07    0.39352E-08
  3888    0.29055E+01    0.11256E+00    0.00000E+00   -0.19262E+00    0.75770E-09    0.38940E-07    0.39082E-08
  3889    0.29017E+01    0.11211E+00    0.00000E+00   -0.19269E+00    0.75739E-09    0.38798E-07    0.38805E-08
  3890    0.28980E+01    0.11169E+00    0.00000E+00   -0.19272E+00    0.75707E-09    0.38658E-07    0.38522E-08
  3891    0.28942E+01    0.11125E+00    0.00000E+00   -0.19275E+00    0.75676E-09    0.38521E-07    0.38234E-08
  3892    0.28904E+01    0.11082E+00    0.00000E+00   -0.19275E+00    0.75645E-09    0.38385E-07    0.37939E-08
  3893    0.28866E+01    0.11038E+00    0.00000E+00   -0.19274E+00    0.75614E-09    0.38251E-07    0.37639E-08
  3894    0.28828E+01    0.10993E+00    0.00000E+00   -0.19270E+00    0.75583E-09    0.38120E-07    0.37333E-08
  3895    0.28789E+01    0.10948E+00    0.00000E+00   -0.19264E+00    0.75552E-09    0.37989E-07    0.37022E-08
  3896    0.28752E+01    0.10903E+00    0.00000E+00   -0.19257E+00    0.75521E-09    0.37861E-07    0.36704E-08
  3897    0.28714E+01    0.10858E+00    0.00000E+00   -0.19247E+00    0.75489E-09    0.37733E-07    0.36382E-08
  3898    0.28677E+01    0.10813E+00    0.00000E+00   -0.19235E+00    0.75458E-09    0.37607E-07    0.36054E-08
  3899    0.28638E+01    0.10766E+00    0.00000E+00   -0.19221E+00    0.75427E-09    0.37482E-07    0.35720E-08
  3900    0.28601E+01    0.10720E+00    0.00000E+00   -0.19206E+00    0.75396E-09    0.37358E-07    0.35381E-08
  3901    0.28562E+01    0.10674E+00    0.00000E+00   -0.19188E+00    0.75365E-09    0.37236E-07    0.35037E-08
  3902    0.28524E+01    0.10627E+00    0.00000E+00   -0.19169E+00    0.75334E-09    0.37113E-07    0.34688E-08
  3903    0.28486E+01    0.10579E+00    0.00000E+00   -0.19147E+00    0.75303E-09    0.36992E-07    0.34333E-08
  3904    0.28447E+01    0.10533E+00    0.00000E+00   -0.19126E+00    0.75272E-09    0.36872E-07    0.33974E-08
  3905    0.28410E+01    0.10484E+00    0.00000E+00   -0.19100E+00    0.75242E-09    0.36752E-07    0.33610E-08
  3906    0.28371E+01    0.10436E+00    0.00000E+00   -0.19073E+00    0.75211E-09    0.36632E-07    0.33241E-08
  3907    0.28332E+01    0.10391E+00    0.00000E+00   -0.19043E+00    0.75180E-09    0.36513E-07    0.32867E-08
  3908    0.28294E+01    0.10343E+00    0.00000E+00   -0.19010E+00    0.75149E-09    0.36395E-07    0.32488E-08
  3909    0.28254E+01    0.10295E+00    0.00000E+00   -0.18977E+00    0.75118E-09    0.36277E-07    0.32105E-08
  3910    0.28217E+01    0.10247E+00    0.00000E+00   -0.18942E+00    0.75087E-09    0.36160E-07    0.31717E-08
  3911    0.28177E+01    0.10199E+00    0.00000E+00   -0.18904E+00    0.75057E-09    0.36042E-07    0.31325E-08
  3912    0.28138E+01    0.10151E+00    0.00000E+00   -0.18865E+00    0.75026E-09    0.35925E-07    0.30929E-08
  3913    0.28097E+01    0.10102E+00    0.00000E+00   -0.18825E+00    0.74995E-09    0.35808E-07    0.30528E-08
  3914    0.28057E+01    0.10054E+00    0.00000E+00   -0.18782E+00    0.74964E-09    0.35691E-07    0.30123E-08
  3915    0.28017E+01    0.10005E+00    0.00000E+00   -0.18736E+00    0.74934E-09    0.35574E-07    0.29714E-08
  3916    0.27975E+01    0.99566E-01    0.00000E+00   -0.18690E+00    0.74903E-09    0.35457E-07    0.29301E-08
  3917    0.27935E+01    0.99084E-01    0.00000E+00   -0.18642E+00    0.74872E-09    0.35340E-07    0.28884E-08
  3918    0.27893E+01    0.98594E-01    0.00000E+00   -0.18591E+00    0.74842E-09    0.35223E-07    0.28463E-08
  3919    0.27852E+01    0.98111E-01    0.00000E+00   -0.18539E+00    0.74811E-09    0.35105E-07    0.28038E-08
  3920    0.27811E+01    0.97621E-01    0.00000E+00   -0.18485E+00    0.74780E-09    0.34987E-07    0.27610E-08
  3921    0.27769E+01    0.97130E-01    0.00000E+00   -0.18430E+00    0.74750E-09    0.34869E-07    0.27178E-08
  3922    0.27726E+01    0.96647E-01    0.00000E+00   -0.18372E+00    0.74719E-09    0.34750E-07    0.26742E-08
  3923    0.27685E+01    0.96156E-01    0.00000E+00   -0.18313E+00    0.74689E-09    0.34631E-07    0.26303E-08
  3924    0.27642E+01    0.95665E-01    0.00000E+00   -0.18252E+00    0.74658E-09    0.34512E-07    0.25861E-08
  3925    0.27598E+01    0.95189E-01    0.00000E+00   -0.18190E+00    0.74628E-09    0.34391E-07    0.25416E-08
  3926    0.27556E+01    0.94698E-01    0.00000E+00   -0.18125E+00    0.74597E-09    0.34270E-07    0.24967E-08
  3927    0.27512E+01    0.94214E-01    0.00000E+00   -0.18058E+00    0.74567E-09    0.34148E-07    0.24515E-08
  3928    0.27467E+01    0.93723E-01    0.00000E+00   -0.17991E+00    0.74536E-09    0.34026E-07    0.24060E-08
  3929    0.27424E+01    0.93239E-01    0.00000E+00   -0.17921E+00    0.74506E-09    0.33902E-07    0.23602E-08
  3930    0.27379E+01    0.92755E-01    0.00000E+00   -0.17850E+00    0.74475E-09    0.33778E-07    0.23141E-08
  3931    0.27333E+01    0.92270E-01    0.00000E+00   -0.17777E+00    0.74445E-09    0.33652E-07    0.22677E-08
  3932    0.27289E+01    0.91786E-01    0.00000E+00   -0.17703E+00    0.74415E-09    0.33526E-07    0.22211E-08
  3933    0.27242E+01    0.91302E-01    0.00000E+00   -0.17627E+00    0.74384E-09    0.33398E-07    0.21742E-08
  3934    0.27196E+01    0.90825E-01    0.00000E+00   -0.17550E+00    0.74354E-09    0.33269E-07    0.21270E-08
  3935    0.27150E+01    0.90340E-01    0.00000E+00   -0.17470E+00    0.74324E-09    0.33139E-07    0.20796E-08
  3936    0.27104E+01    0.89863E-01    0.00000E+00   -0.17391E+00    0.74293E-09    0.33007E-07    0.20320E-08
  3937    0.27055E+01    0.89393E-01    0.00000E+00   -0.17310E+00    0.74263E-09    0.32874E-07    0.19841E-08
  3938    0.27008E+01    0.88916E-01    0.00000E+00   -0.17224E+00    0.74233E-09    0.32740E-07    0.19360E-08
  3939    0.26960E+01    0.88439E-01    0.00000E+00   -0.17139E+00    0.74203E-09    0.32604E-07    0.18877E-08
  3940    0.26911E+01    0.87969E-01    0.00000E+00   -0.17055E+00    0.74172E-09    0.32466E-07    0.18392E-08
  3941    0.26862E+01    0.87507E-01    0.00000E+00   -0.16968E+00    0.74142E-09    0.32327E-07    0.17904E-08
  3942    0.26813E+01    0.87037E-01    0.00000E+00   -0.16879E+00    0.74112E-09    0.32186E-07    0.17415E-08
  3943    0.26763E+01    0.86575E-01    0.00000E+00   -0.16789E+00    0.74082E-09    0.32043E-07    0.16924E-08
  3944    0.26712E+01    0.86106E-01    0.00000E+00   -0.16698E+00    0.74052E-09    0.31898E-07    0.16432E-08
  3945    0.26662E+01    0.85643E-01    0.00000E+00   -0.16605E+00    0.74022E-09    0.31752E-07    0.15937E-08
  3946    0.26610E+01    0.85189E-01    0.00000E+00   -0.16511E+00    0.73992E-09    0.31603E-07    0.15441E-08
  3947    0.26559E+01    0.84734E-01    0.00000E+00   -0.16416E+00    0.73962E-09    0.31453E-07    0.14944E-08
  3948    0.26507E+01    0.84279E-01    0.00000E+00   -0.16319E+00    0.73931E-09    0.31300E-07    0.14445E-08
  3949    0.26454E+01    0.83825E-01    0.00000E+00   -0.16222E+00    0.73901E-09    0.31145E-07    0.13945E-08
  3950    0.26401E+01    0.83385E-01    0.00000E+00   -0.16123E+00    0.73871E-09    0.30988E-07    0.13444E-08
  3951    0.26348E+01    0.82931E-01    0.00000E+00   -0.16024E+00    0.73841E-09    0.30829E-07    0.12941E-08
  3952    0.26294E+01    0.82484E-01    0.00000E+00   -0.15924E+00    0.73812E-09    0.30668E-07    0.12438E-08
  3953    0.26239E+01    0.82052E-01    0.00000E+00   -0.15821E+00    0.73782E-09    0.30505E-07    0.11933E-08
  3954    0.26185E+01    0.81598E-01    0.00000E+00   -0.15718E+00    0.73752E-09    0.30340E-07    0.11427E-08
  3955    0.26130E+01    0.81166E-01    0.00000E+00   -0.15615E+00    0.73722E-09    0.30175E-07    0.10921E-08
  3956    0.26074E+01    0.80734E-01    0.00000E+00   -0.15510E+00    0.73692E-09    0.30008E-07    0.10414E-08
  3957    0.26018E+01    0.80310E-01    0.00000E+00   -0.15405E+00    0.73662E-09    0.29842E-07    0.99070E-09
  3958    0.25960E+01    0.79886E-01    0.00000E+00   -0.15297E+00    0.73632E-09    0.29675E-07    0.93991E-09
  3959    0.25903E+01    0.79459E-01    0.00000E+00   -0.15190E+00    0.73602E-09    0.29508E-07    0.88908E-09
  3960    0.25846E+01    0.79040E-01    0.00000E+00   -0.15083E+00    0.73572E-09    0.29342E-07    0.83823E-09
  3961    0.25787E+01    0.78626E-01    0.00000E+00   -0.14974E+00    0.73543E-09    0.29176E-07    0.78737E-09
  3962    0.25729E+01    0.78216E-01    0.00000E+00   -0.14863E+00    0.73513E-09    0.29012E-07    0.73650E-09
  3963    0.25670E+01    0.77813E-01    0.00000E+00   -0.14752E+00    0.73483E-09    0.28848E-07    0.68564E-09
  3964    0.25611E+01    0.77411E-01    0.00000E+00   -0.14641E+00    0.73453E-09    0.28687E-07    0.63479E-09
  3965    0.25551E+01    0.77008E-01    0.00000E+00   -0.14530E+00    0.73424E-09    0.28527E-07    0.58397E-09
  3966    0.25490E+01    0.76612E-01    0.00000E+00   -0.14418E+00    0.73394E-09    0.28370E-07    0.53319E-09
  3967    0.25430E+01    0.76224E-01    0.00000E+00   -0.14304E+00    0.73364E-09    0.28216E-07    0.48245E-09
  3968    0.25368E+01    0.75829E-01    0.00000E+00   -0.14191E+00    0.73335E-09    0.28064E-07    0.43177E-09
  3969    0.25306E+01    0.75443E-01    0.00000E+00   -0.14077E+00    0.73305E-09    0.27915E-07    0.38116E-09
  3970    0.25244E+01    0.75062E-01    0.00000E+00   -0.13963E+00    0.73275E-09    0.27770E-07    0.33062E-09
  3971    0.25181E+01    0.74684E-01    0.00000E+00   -0.13848E+00    0.73246E-09    0.27629E-07    0.28017E-09
  3972    0.25118E+01    0.74309E-01    0.00000E+00   -0.13733E+00    0.73216E-09    0.27492E-07    0.22982E-09
  3973    0.25054E+01    0.73939E-01    0.00000E+00   -0.13617E+00    0.73187E-09    0.27359E-07    0.17957E-09
  3974    0.24990E+01    0.73573E-01    0.00000E+00   -0.13501E+00    0.73157E-09    0.27231E-07    0.12945E-09
  3975    0.24926E+01    0.73212E-01    0.00000E+00   -0.13384E+00    0.73128E-09    0.27108E-07    0.79451E-10
  3976    0.24862E+01    0.72854E-01    0.00000E+00   -0.13268E+00    0.73098E-09    0.26991E-07    0.29592E-10
  3977    0.24795E+01    0.72502E-01    0.00000E+00   -0.13151E+00    0.73069E-09    0.26879E-07   -0.20118E-10
  3978    0.24731E+01    0.72153E-01    0.00000E+00   -0.13033E+00    0.73039E-09    0.26773E-07   -0.69670E-10
  3979    0.24664E+01    0.71808E-01    0.00000E+00   -0.12916E+00    0.73010E-09    0.26673E-07   -0.11905E-09
  3980    0.24597E+01    0.71469E-01    0.00000E+00   -0.12798E+00    0.72980E-09    0.26580E-07   -0.16826E-09
  3981    0.24530E+01    0.71133E-01    0.00000E+00   -0.12681E+00    0.72951E-09    0.26493E-07   -0.21727E-09
  3982    0.24462E+01    0.70802E-01    0.00000E+00   -0.12563E+00    0.72922E-09    0.26414E-07   -0.26608E-09
  3983    0.24395E+01    0.70474E-01    0.00000E+00   -0.12445E+00    0.72892E-09    0.26343E-07   -0.31469E-09
  3984    0.24326E+01    0.70151E-01    0.00000E+00   -0.12327E+00    0.72863E-09    0.26279E-07   -0.36307E-09
  3985    0.24258E+01    0.69833E-01    0.00000E+00   -0.12209E+00    0.72834E-09    0.26223E-07   -0.41122E-09
  3986    0.24189E+01    0.69519E-01    0.00000E+00   -0.12092E+00    0.72804E-09    0.26176E-07   -0.45913E-09
  3987    0.24119E+01    0.69210E-01    0.00000E+00   -0.11974E+00    0.72775E-09    0.26137E-07   -0.50680E-09
  3988    0.24049E+01    0.68906E-01    0.00000E+00   -0.11857E+00    0.72746E-09    0.26107E-07   -0.55420E-09
  3989    0.23979E+01    0.68605E-01    0.00000E+00   -0.11739E+00    0.72716E-09    0.26087E-07   -0.60133E-09
  3990    0.23909E+01    0.68309E-01    0.00000E+00   -0.11622E+00    0.72687E-09    0.26076E-07   -0.64817E-09
  3991    0.23838E+01    0.68018E-01    0.00000E+00   -0.11504E+00    0.72658E-09    0.26075E-07   -0.69473E-09
  3992    0.23766E+01    0.67732E-01    0.00000E+00   -0.11387E+00    0.72629E-09    0.26084E-07   -0.74098E-09
  3993    0.23694E+01    0.67451E-01    0.00000E+00   -0.11271E+00    0.72600E-09    0.26104E-07   -0.78692E-09
  3994    0.23623E+01    0.67173E-01    0.00000E+00   -0.11155E+00    0.72570E-09    0.26135E-07   -0.83254E-09
  3995    0.23550E+01    0.66900E-01    0.00000E+00   -0.11039E+00    0.72541E-09    0.26177E-07   -0.87783E-09
  3996    0.23477E+01    0.66633E-01    0.00000E+00   -0.10923E+00    0.72512E-09    0.26230E-07   -0.92277E-09
  3997    0.23404E+01    0.66369E-01    0.00000E+00   -0.10807E+00    0.72483E-09    0.26296E-07   -0.96736E-09
  3998    0.23330E+01    0.66111E-01    0.00000E+00   -0.10694E+00    0.72454E-09    0.26373E-07   -0.10116E-08
  3999    0.23256E+01    0.65857E-01    0.00000E+00   -0.10579E+00    0.72425E-09    0.26462E-07   -0.10554E-08
  4000    0.23183E+01    0.65607E-01    0.00000E+00   -0.10464E+00    0.72396E-09    0.26564E-07   -0.10989E-08
  4001    0.23108E+01    0.65362E-01    0.00000E+00   -0.10351E+00    0.72367E-09    0.26680E-07   -0.11420E-08
  4002    0.23034E+01    0.65123E-01    0.00000E+00   -0.10237E+00    0.72338E-09    0.26807E-07   -0.11847E-08
  4003    0.22959E+01    0.64888E-01    0.00000E+00   -0.10125E+00    0.72309E-09    0.26947E-07   -0.12270E-08
  4004    0.22883E+01    0.64657E-01    0.00000E+00   -0.10013E+00    0.72280E-09    0.27098E-07   -0.12688E-08
  4005    0.22809E+01    0.64431E-01    0.00000E+00   -0.99014E-01    0.72251E-09    0.27261E-07   -0.13103E-08
  4006    0.22733E+01    0.64209E-01    0.00000E+00   -0.97900E-01    0.72222E-09    0.27434E-07   -0.13513E-08
  4007    0.22656E+01    0.63992E-01    0.00000E+00   -0.96808E-01    0.72193E-09    0.27617E-07   -0.13920E-08
  4008    0.22580E+01    0.63779E-01    0.00000E+00   -0.95695E-01    0.72164E-09    0.27810E-07   -0.14322E-08
  4009    0.22503E+01    0.63572E-01    0.00000E+00   -0.94611E-01    0.72135E-09    0.28013E-07   -0.14720E-08
  4010    0.22427E+01    0.63369E-01    0.00000E+00   -0.93527E-01    0.72107E-09    0.28225E-07   -0.15114E-08
  4011    0.22349E+01    0.63170E-01    0.00000E+00   -0.92473E-01    0.72078E-09    0.28444E-07   -0.15503E-08
  4012    0.22272E+01    0.62976E-01    0.00000E+00   -0.91412E-01    0.72049E-09    0.28672E-07   -0.15888E-08
  4013    0.22195E+01    0.62786E-01    0.00000E+00   -0.90359E-01    0.72020E-09    0.28908E-07   -0.16269E-08
  4014    0.22117E+01    0.62601E-01    0.00000E+00   -0.89313E-01    0.71991E-09    0.29150E-07   -0.16645E-08
  4015    0.22040E+01    0.62420E-01    0.00000E+00   -0.88275E-01    0.71963E-09    0.29400E-07   -0.17017E-08
  4016    0.21962E+01    0.62243E-01    0.00000E+00   -0.87244E-01    0.71934E-09    0.29655E-07   -0.17384E-08
  4017    0.21884E+01    0.62071E-01    0.00000E+00   -0.86221E-01    0.71905E-09    0.29916E-07   -0.17747E-08
  4018    0.21805E+01    0.61903E-01    0.00000E+00   -0.85214E-01    0.71876E-09    0.30183E-07   -0.18105E-08
  4019    0.21727E+01    0.61739E-01    0.00000E+00   -0.84214E-01    0.71848E-09    0.30454E-07   -0.18459E-08
  4020    0.21648E+01    0.61580E-01    0.00000E+00   -0.83214E-01    0.71819E-09    0.30729E-07   -0.18808E-08
  4021    0.21569E+01    0.61425E-01    0.00000E+00   -0.82230E-01    0.71790E-09    0.31009E-07   -0.19152E-08
  4022    0.21491E+01    0.61272E-01    0.00000E+00   -0.81261E-01    0.71762E-09    0.31292E-07   -0.19492E-08
  4023    0.21411E+01    0.61126E-01    0.00000E+00   -0.80299E-01    0.71733E-09    0.31578E-07   -0.19827E-08
  4024    0.21332E+01    0.60983E-01    0.00000E+00   -0.79331E-01    0.71705E-09    0.31866E-07   -0.20157E-08
  4025    0.21253E+01    0.60844E-01    0.00000E+00   -0.78399E-01    0.71676E-09    0.32157E-07   -0.20482E-08
  4026    0.21174E+01    0.60712E-01    0.00000E+00   -0.77469E-01    0.71647E-09    0.32449E-07   -0.20803E-08
  4027    0.21093E+01    0.60581E-01    0.00000E+00   -0.76540E-01    0.71619E-09    0.32742E-07   -0.21119E-08
  4028    0.21014E+01    0.60455E-01    0.00000E+00   -0.75630E-01    0.71590E-09    0.33037E-07   -0.21429E-08
  4029    0.20934E+01    0.60333E-01    0.00000E+00   -0.74737E-01    0.71562E-09    0.33331E-07   -0.21735E-08
  4030    0.20855E+01    0.60215E-01    0.00000E+00   -0.73845E-01    0.71533E-09    0.33625E-07   -0.22036E-08
  4031    0.20775E+01    0.60100E-01    0.00000E+00   -0.72971E-01    0.71505E-09    0.33919E-07   -0.22331E-08
  4032    0.20695E+01    0.59990E-01    0.00000E+00   -0.72106E-01    0.71477E-09    0.34212E-07   -0.22622E-08
  4033    0.20616E+01    0.59882E-01    0.00000E+00   -0.71251E-01    0.71448E-09    0.34503E-07   -0.22908E-08
  4034    0.20536E+01    0.59779E-01    0.00000E+00   -0.70413E-01    0.71420E-09    0.34792E-07   -0.23188E-08
  4035    0.20457E+01    0.59679E-01    0.00000E+00   -0.69582E-01    0.71391E-09    0.35078E-07   -0.23463E-08
  4036    0.20377E+01    0.59584E-01    0.00000E+00   -0.68766E-01    0.71363E-09    0.35362E-07   -0.23733E-08
  4037    0.20297E+01    0.59491E-01    0.00000E+00   -0.67962E-01    0.71335E-09    0.35643E-07   -0.23998E-08
  4038    0.20217E+01    0.59402E-01    0.00000E+00   -0.67171E-01    0.71306E-09    0.35919E-07   -0.24258E-08
  4039    0.20138E+01    0.59317E-01    0.00000E+00   -0.66393E-01    0.71278E-09    0.36192E-07   -0.24512E-08
  4040    0.20058E+01    0.59235E-01    0.00000E+00   -0.65628E-01    0.71250E-09    0.36459E-07   -0.24761E-08
  4041    0.19979E+01    0.59155E-01    0.00000E+00   -0.64875E-01    0.71221E-09    0.36722E-07   -0.25004E-08
  4042    0.19899E+01    0.59080E-01    0.00000E+00   -0.64135E-01    0.71193E-09    0.36979E-07   -0.25242E-08
  4043    0.19820E+01    0.59009E-01    0.00000E+00   -0.63408E-01    0.71165E-09    0.37230E-07   -0.25475E-08
  4044    0.19741E+01    0.58939E-01    0.00000E+00   -0.62695E-01    0.71137E-09    0.37474E-07   -0.25702E-08
  4045    0.19661E+01    0.58873E-01    0.00000E+00   -0.61995E-01    0.71108E-09    0.37712E-07   -0.25923E-08
  4046    0.19582E+01    0.58811E-01    0.00000E+00   -0.61308E-01    0.71080E-09    0.37942E-07   -0.26139E-08
  4047    0.19503E+01    0.58751E-01    0.00000E+00   -0.60634E-01    0.71052E-09    0.38164E-07   -0.26350E-08
  4048    0.19425E+01    0.58695E-01    0.00000E+00   -0.59974E-01    0.71024E-09    0.38377E-07   -0.26554E-08
  4049    0.19345E+01    0.58641E-01    0.00000E+00   -0.59328E-01    0.70996E-09    0.38582E-07   -0.26753E-08
  4050    0.19267E+01    0.58591E-01    0.00000E+00   -0.58696E-01    0.70968E-09    0.38778E-07   -0.26947E-08
  4051    0.19188E+01    0.58542E-01    0.00000E+00   -0.58076E-01    0.70939E-09    0.38964E-07   -0.27134E-08
  4052    0.19111E+01    0.58497E-01    0.00000E+00   -0.57472E-01    0.70911E-09    0.39141E-07   -0.27316E-08
  4053    0.19033E+01    0.58454E-01    0.00000E+00   -0.56880E-01    0.70883E-09    0.39309E-07   -0.27492E-08
  4054    0.18954E+01    0.58414E-01    0.00000E+00   -0.56303E-01    0.70855E-09    0.39468E-07   -0.27662E-08
  4055    0.18876E+01    0.58376E-01    0.00000E+00   -0.55739E-01    0.70827E-09    0.39619E-07   -0.27827E-08
  4056    0.18798E+01    0.58341E-01    0.00000E+00   -0.55189E-01    0.70799E-09    0.39761E-07   -0.27986E-08
  4057    0.18721E+01    0.58308E-01    0.00000E+00   -0.54653E-01    0.70771E-09    0.39896E-07   -0.28139E-08
  4058    0.18643E+01    0.58279E-01    0.00000E+00   -0.54130E-01    0.70743E-09    0.40023E-07   -0.28287E-08
  4059    0.18566E+01    0.58251E-01    0.00000E+00   -0.53623E-01    0.70715E-09    0.40143E-07   -0.28429E-08
  4060    0.18489E+01    0.58225E-01    0.00000E+00   -0.53131E-01    0.70687E-09    0.40256E-07   -0.28565E-08
  4061    0.18413E+01    0.58201E-01    0.00000E+00   -0.52650E-01    0.70659E-09    0.40363E-07   -0.28696E-08
  4062    0.18336E+01    0.58180E-01    0.00000E+00   -0.52184E-01    0.70632E-09    0.40463E-07   -0.28821E-08
  4063    0.18260E+01    0.58161E-01    0.00000E+00   -0.51732E-01    0.70604E-09    0.40558E-07   -0.28941E-08
  4064    0.18183E+01    0.58143E-01    0.00000E+00   -0.51293E-01    0.70576E-09    0.40647E-07   -0.29055E-08
  4065    0.18109E+01    0.58127E-01    0.00000E+00   -0.50869E-01    0.70548E-09    0.40731E-07   -0.29163E-08
  4066    0.18033E+01    0.58113E-01    0.00000E+00   -0.50457E-01    0.70520E-09    0.40809E-07   -0.29266E-08
  4067    0.17958E+01    0.58101E-01    0.00000E+00   -0.50061E-01    0.70492E-09    0.40884E-07   -0.29363E-08
  4068    0.17883E+01    0.58091E-01    0.00000E+00   -0.49678E-01    0.70465E-09    0.40953E-07   -0.29455E-08
  4069    0.17809E+01    0.58081E-01    0.00000E+00   -0.49309E-01    0.70437E-09    0.41019E-07   -0.29541E-08
  4070    0.17735E+01    0.58075E-01    0.00000E+00   -0.48952E-01    0.70409E-09    0.41081E-07   -0.29622E-08
  4071    0.17661E+01    0.58068E-01    0.00000E+00   -0.48610E-01    0.70381E-09    0.41140E-07   -0.29697E-08
  4072    0.17587E+01    0.58064E-01    0.00000E+00   -0.48282E-01    0.70354E-09    0.41195E-07   -0.29767E-08
  4073    0.17515E+01    0.58061E-01    0.00000E+00   -0.47967E-01    0.70326E-09    0.41248E-07   -0.29831E-08
  4074    0.17441E+01    0.58059E-01    0.00000E+00   -0.47664E-01    0.70298E-09    0.41299E-07   -0.29890E-08
  4075    0.17368E+01    0.58059E-01    0.00000E+00   -0.47377E-01    0.70270E-09    0.41347E-07   -0.29944E-08
  4076    0.17296E+01    0.58060E-01    0.00000E+00   -0.47103E-01    0.70243E-09    0.41393E-07   -0.29992E-08
  4077    0.17224E+01    0.58061E-01    0.00000E+00   -0.46842E-01    0.70215E-09    0.41438E-07   -0.30034E-08
  4078    0.17152E+01    0.58064E-01    0.00000E+00   -0.46594E-01    0.70188E-09    0.41482E-07   -0.30072E-08
  4079    0.17081E+01    0.58067E-01    0.00000E+00   -0.46358E-01    0.70160E-09    0.41525E-07   -0.30104E-08
  4080    0.17010E+01    0.58071E-01    0.00000E+00   -0.46137E-01    0.70132E-09    0.41568E-07   -0.30130E-08
  4081    0.16940E+01    0.58076E-01    0.00000E+00   -0.45928E-01    0.70105E-09    0.41610E-07   -0.30151E-08
  4082    0.16870E+01    0.58082E-01    0.00000E+00   -0.45732E-01    0.70077E-09    0.41652E-07   -0.30167E-08
  4083    0.16800E+01    0.58089E-01    0.00000E+00   -0.45549E-01    0.70050E-09    0.41695E-07   -0.30177E-08
  4084    0.16731E+01    0.58096E-01    0.00000E+00   -0.45379E-01    0.70022E-09    0.41738E-07   -0.30183E-08
  4085    0.16662E+01    0.58104E-01    0.00000E+00   -0.45221E-01    0.69995E-09    0.41783E-07   -0.30183E-08
  4086    0.16594E+01    0.58112E-01    0.00000E+00   -0.45076E-01    0.69967E-09    0.41828E-07   -0.30177E-08
  4087    0.16526E+01    0.58120E-01    0.00000E+00   -0.44942E-01    0.69940E-09    0.41876E-07   -0.30166E-08
  4088    0.16459E+01    0.58129E-01    0.00000E+00   -0.44823E-01    0.69912E-09    0.41925E-07   -0.30151E-08
  4089    0.16392E+01    0.58138E-01    0.00000E+00   -0.44715E-01    0.69885E-09    0.41977E-07   -0.30129E-08
  4090    0.16325E+01    0.58147E-01    0.00000E+00   -0.44616E-01    0.69858E-09    0.42031E-07   -0.30103E-08
  4091    0.16258E+01    0.58157E-01    0.00000E+00   -0.44530E-01    0.69830E-09    0.42089E-07   -0.30071E-08
  4092    0.16192E+01    0.58166E-01    0.00000E+00   -0.44457E-01    0.69803E-09    0.42149E-07   -0.30034E-08
  4093    0.16126E+01    0.58177E-01    0.00000E+00   -0.44397E-01    0.69775E-09    0.42213E-07   -0.29992E-08
  4094    0.16061E+01    0.58186E-01    0.00000E+00   -0.44346E-01    0.69748E-09    0.42281E-07   -0.29945E-08
  4095    0.15997E+01    0.58196E-01    0.00000E+00   -0.44308E-01    0.69721E-09    0.42353E-07   -0.29893E-08
  4096    0.15932E+01    0.58205E-01    0.00000E+00   -0.44281E-01    0.69693E-09    0.42430E-07   -0.29835E-08
  4097    0.15868E+01    0.58214E-01    0.00000E+00   -0.44264E-01    0.69666E-09    0.42511E-07   -0.29773E-08
  4098    0.15806E+01    0.58223E-01    0.00000E+00   -0.44260E-01    0.69639E-09    0.42598E-07   -0.29705E-08
  4099    0.15742E+01    0.58231E-01    0.00000E+00   -0.44264E-01    0.69612E-09    0.42690E-07   -0.29632E-08
  4100    0.15680E+01    0.58240E-01    0.00000E+00   -0.44281E-01    0.69584E-09    0.42788E-07   -0.29554E-08
  4101    0.15618E+01    0.58247E-01    0.00000E+00   -0.44308E-01    0.69557E-09    0.42891E-07   -0.29471E-08
