#    L    TT             EE             BB             TE             PP             TP             EP          
   232    0.56739E+04    0.12507E+01    0.00000E+00    0.33594E+02    0.49166E-07    0.72387E-04    0.56188E-07
   233    0.56666E+04    0.12953E+01    0.00000E+00    0.35281E+02    0.48944E-07    0.71746E-04    0.56812E-07
   234    0.56585E+04    0.13419E+01    0.00000E+00    0.36972E+02    0.48724E-07    0.71113E-04    0.57364E-07
   235    0.56499E+04    0.13903E+01    0.00000E+00    0.38665E+02    0.48505E-07    0.70488E-04    0.57847E-07
   236    0.56406E+04    0.14408E+01    0.00000E+00    0.40359E+02    0.48288E-07    0.69871E-04    0.58261E-07
   237    0.56307E+04    0.14932E+01    0.00000E+00    0.42053E+02    0.48073E-07    0.69262E-04    0.58607E-07
   238    0.56202E+04    0.15478E+01    0.00000E+00    0.43747E+02    0.47859E-07    0.68660E-04    0.58887E-07
   239    0.56091E+04    0.16043E+01    0.00000E+00    0.45441E+02    0.47647E-07    0.68066E-04    0.59102E-07
   240    0.55973E+04    0.16629E+01    0.00000E+00    0.47131E+02    0.47437E-07    0.67478E-04    0.59252E-07
   241    0.55851E+04    0.17236E+01    0.00000E+00    0.48820E+02    0.47228E-07    0.66898E-04    0.59339E-07
   242    0.55722E+04    0.17864E+01    0.00000E+00    0.50505E+02    0.47020E-07    0.66325E-04    0.59364E-07
   243    0.55588E+04    0.18514E+01    0.00000E+00    0.52186E+02    0.46814E-07    0.65759E-04    0.59327E-07
   244    0.55447E+04    0.19185E+01    0.00000E+00    0.53864E+02    0.46609E-07    0.65199E-04    0.59231E-07
   245    0.55300E+04    0.19878E+01    0.00000E+00    0.55535E+02    0.46406E-07    0.64645E-04    0.59076E-07
   246    0.55148E+04    0.20592E+01    0.00000E+00    0.57200E+02    0.46204E-07    0.64098E-04    0.58864E-07
   247    0.54991E+04    0.21328E+01    0.00000E+00    0.58858E+02    0.46004E-07    0.63557E-04    0.58594E-07
   248    0.54827E+04    0.22088E+01    0.00000E+00    0.60509E+02    0.45805E-07    0.63022E-04    0.58270E-07
   249    0.54659E+04    0.22869E+01    0.00000E+00    0.62152E+02    0.45608E-07    0.62493E-04    0.57890E-07
   250    0.54485E+04    0.23673E+01    0.00000E+00    0.63785E+02    0.45411E-07    0.61969E-04    0.57458E-07
   251    0.54307E+04    0.24499E+01    0.00000E+00    0.65409E+02    0.45217E-07    0.61451E-04    0.56973E-07
   252    0.54121E+04    0.25348E+01    0.00000E+00    0.67022E+02    0.45023E-07    0.60939E-04    0.56439E-07
   253    0.53933E+04    0.26218E+01    0.00000E+00    0.68624E+02    0.44831E-07    0.60432E-04    0.55856E-07
   254    0.53738E+04    0.27112E+01    0.00000E+00    0.70213E+02    0.44640E-07    0.59930E-04    0.55226E-07
   255    0.53538E+04    0.28027E+01    0.00000E+00    0.71791E+02    0.44450E-07    0.59434E-04    0.54553E-07
   256    0.53333E+04    0.28967E+01    0.00000E+00    0.73357E+02    0.44262E-07    0.58943E-04    0.53837E-07
   257    0.53124E+04    0.29928E+01    0.00000E+00    0.74902E+02    0.44075E-07    0.58457E-04    0.53081E-07
   258    0.52910E+04    0.30913E+01    0.00000E+00    0.76440E+02    0.43889E-07    0.57976E-04    0.52286E-07
   259    0.52691E+04    0.31920E+01    0.00000E+00    0.77956E+02    0.43705E-07    0.57500E-04    0.51455E-07
   260    0.52468E+04    0.32950E+01    0.00000E+00    0.79464E+02    0.43522E-07    0.57030E-04    0.50589E-07
   261    0.52240E+04    0.34002E+01    0.00000E+00    0.80942E+02    0.43340E-07    0.56564E-04    0.49691E-07
   262    0.52007E+04    0.35078E+01    0.00000E+00    0.82413E+02    0.43159E-07    0.56104E-04    0.48763E-07
   263    0.51772E+04    0.36175E+01    0.00000E+00    0.83868E+02    0.42979E-07    0.55648E-04    0.47805E-07
   264    0.51531E+04    0.37296E+01    0.00000E+00    0.85301E+02    0.42801E-07    0.55197E-04    0.46822E-07
   265    0.51285E+04    0.38438E+01    0.00000E+00    0.86704E+02    0.42624E-07    0.54751E-04    0.45813E-07
   266    0.51035E+04    0.39605E+01    0.00000E+00    0.88100E+02    0.42448E-07    0.54310E-04    0.44782E-07
   267    0.50780E+04    0.40792E+01    0.00000E+00    0.89465E+02    0.42273E-07    0.53873E-04    0.43730E-07
   268    0.50522E+04    0.42002E+01    0.00000E+00    0.90816E+02    0.42099E-07    0.53441E-04    0.42660E-07
   269    0.50258E+04    0.43235E+01    0.00000E+00    0.92144E+02    0.41926E-07    0.53013E-04    0.41573E-07
   270    0.49992E+04    0.44488E+01    0.00000E+00    0.93449E+02    0.41755E-07    0.52590E-04    0.40471E-07
   271    0.49721E+04    0.45763E+01    0.00000E+00    0.94732E+02    0.41585E-07    0.52172E-04    0.39356E-07
   272    0.49448E+04    0.47063E+01    0.00000E+00    0.95984E+02    0.41416E-07    0.51758E-04    0.38230E-07
   273    0.49171E+04    0.48380E+01    0.00000E+00    0.97222E+02    0.41248E-07    0.51348E-04    0.37095E-07
   274    0.48890E+04    0.49721E+01    0.00000E+00    0.98422E+02    0.41081E-07    0.50943E-04    0.35954E-07
   275    0.48606E+04    0.51082E+01    0.00000E+00    0.99607E+02    0.40915E-07    0.50542E-04    0.34807E-07
   276    0.48319E+04    0.52463E+01    0.00000E+00    0.10075E+03    0.40750E-07    0.50145E-04    0.33658E-07
   277    0.48028E+04    0.53865E+01    0.00000E+00    0.10189E+03    0.40586E-07    0.49753E-04    0.32507E-07
   278    0.47734E+04    0.55288E+01    0.00000E+00    0.10298E+03    0.40424E-07    0.49364E-04    0.31358E-07
   279    0.47438E+04    0.56731E+01    0.00000E+00    0.10405E+03    0.40262E-07    0.48979E-04    0.30211E-07
   280    0.47138E+04    0.58193E+01    0.00000E+00    0.10509E+03    0.40102E-07    0.48599E-04    0.29069E-07
   281    0.46837E+04    0.59675E+01    0.00000E+00    0.10611E+03    0.39942E-07    0.48222E-04    0.27934E-07
   282    0.46531E+04    0.61175E+01    0.00000E+00    0.10709E+03    0.39784E-07    0.47850E-04    0.26808E-07
   283    0.46224E+04    0.62695E+01    0.00000E+00    0.10804E+03    0.39626E-07    0.47481E-04    0.25692E-07
   284    0.45914E+04    0.64233E+01    0.00000E+00    0.10896E+03    0.39470E-07    0.47116E-04    0.24590E-07
   285    0.45603E+04    0.65790E+01    0.00000E+00    0.10985E+03    0.39314E-07    0.46755E-04    0.23502E-07
   286    0.45288E+04    0.67365E+01    0.00000E+00    0.11070E+03    0.39160E-07    0.46397E-04    0.22430E-07
   287    0.44970E+04    0.68957E+01    0.00000E+00    0.11154E+03    0.39006E-07    0.46044E-04    0.21377E-07
   288    0.44652E+04    0.70566E+01    0.00000E+00    0.11233E+03    0.38854E-07    0.45693E-04    0.20345E-07
   289    0.44331E+04    0.72192E+01    0.00000E+00    0.11309E+03    0.38702E-07    0.45347E-04    0.19336E-07
   290    0.44008E+04    0.73834E+01    0.00000E+00    0.11382E+03    0.38551E-07    0.45003E-04    0.18351E-07
   291    0.43684E+04    0.75497E+01    0.00000E+00    0.11451E+03    0.38401E-07    0.44664E-04    0.17392E-07
   292    0.43355E+04    0.77173E+01    0.00000E+00    0.11517E+03    0.38252E-07    0.44327E-04    0.16462E-07
   293    0.43028E+04    0.78856E+01    0.00000E+00    0.11579E+03    0.38105E-07    0.43994E-04    0.15562E-07
   294    0.42697E+04    0.80561E+01    0.00000E+00    0.11639E+03    0.37957E-07    0.43664E-04    0.14694E-07
   295    0.42368E+04    0.82274E+01    0.00000E+00    0.11694E+03    0.37811E-07    0.43338E-04    0.13861E-07
   296    0.42035E+04    0.84010E+01    0.00000E+00    0.11746E+03    0.37666E-07    0.43014E-04    0.13065E-07
   297    0.41702E+04    0.85746E+01    0.00000E+00    0.11795E+03    0.37521E-07    0.42694E-04    0.12306E-07
   298    0.41366E+04    0.87505E+01    0.00000E+00    0.11840E+03    0.37378E-07    0.42377E-04    0.11588E-07
   299    0.41030E+04    0.89279E+01    0.00000E+00    0.11881E+03    0.37235E-07    0.42063E-04    0.10911E-07
   300    0.40693E+04    0.91053E+01    0.00000E+00    0.11918E+03    0.37093E-07    0.41751E-04    0.10279E-07
   301    0.40355E+04    0.92842E+01    0.00000E+00    0.11952E+03    0.36952E-07    0.41443E-04    0.96930E-08
   302    0.40017E+04    0.94639E+01    0.00000E+00    0.11982E+03    0.36812E-07    0.41138E-04    0.91515E-08
   303    0.39678E+04    0.96451E+01    0.00000E+00    0.12009E+03    0.36672E-07    0.40835E-04    0.86536E-08
   304    0.39338E+04    0.98278E+01    0.00000E+00    0.12031E+03    0.36534E-07    0.40535E-04    0.81983E-08
   305    0.38998E+04    0.10011E+02    0.00000E+00    0.12049E+03    0.36396E-07    0.40238E-04    0.77842E-08
   306    0.38658E+04    0.10194E+02    0.00000E+00    0.12064E+03    0.36259E-07    0.39944E-04    0.74101E-08
   307    0.38317E+04    0.10378E+02    0.00000E+00    0.12075E+03    0.36122E-07    0.39653E-04    0.70750E-08
   308    0.37977E+04    0.10565E+02    0.00000E+00    0.12083E+03    0.35987E-07    0.39364E-04    0.67774E-08
   309    0.37637E+04    0.10751E+02    0.00000E+00    0.12086E+03    0.35852E-07    0.39078E-04    0.65163E-08
   310    0.37296E+04    0.10936E+02    0.00000E+00    0.12086E+03    0.35718E-07    0.38795E-04    0.62905E-08
   311    0.36956E+04    0.11124E+02    0.00000E+00    0.12081E+03    0.35585E-07    0.38515E-04    0.60986E-08
   312    0.36617E+04    0.11312E+02    0.00000E+00    0.12074E+03    0.35453E-07    0.38237E-04    0.59396E-08
   313    0.36278E+04    0.11500E+02    0.00000E+00    0.12061E+03    0.35321E-07    0.37961E-04    0.58122E-08
   314    0.35939E+04    0.11689E+02    0.00000E+00    0.12046E+03    0.35190E-07    0.37689E-04    0.57152E-08
   315    0.35602E+04    0.11877E+02    0.00000E+00    0.12026E+03    0.35060E-07    0.37418E-04    0.56473E-08
   316    0.35265E+04    0.12066E+02    0.00000E+00    0.12003E+03    0.34930E-07    0.37151E-04    0.56075E-08
   317    0.34928E+04    0.12254E+02    0.00000E+00    0.11975E+03    0.34802E-07    0.36885E-04    0.55944E-08
   318    0.34593E+04    0.12443E+02    0.00000E+00    0.11944E+03    0.34674E-07    0.36623E-04    0.56069E-08
   319    0.34259E+04    0.12632E+02    0.00000E+00    0.11909E+03    0.34546E-07    0.36362E-04    0.56437E-08
   320    0.33926E+04    0.12821E+02    0.00000E+00    0.11871E+03    0.34420E-07    0.36104E-04    0.57037E-08
   321    0.33594E+04    0.13011E+02    0.00000E+00    0.11829E+03    0.34294E-07    0.35849E-04    0.57856E-08
   322    0.33264E+04    0.13199E+02    0.00000E+00    0.11783E+03    0.34169E-07    0.35596E-04    0.58883E-08
   323    0.32935E+04    0.13387E+02    0.00000E+00    0.11733E+03    0.34044E-07    0.35345E-04    0.60105E-08
   324    0.32607E+04    0.13576E+02    0.00000E+00    0.11678E+03    0.33921E-07    0.35096E-04    0.61511E-08
   325    0.32282E+04    0.13762E+02    0.00000E+00    0.11621E+03    0.33798E-07    0.34850E-04    0.63087E-08
   326    0.31958E+04    0.13949E+02    0.00000E+00    0.11559E+03    0.33675E-07    0.34606E-04    0.64823E-08
   327    0.31636E+04    0.14136E+02    0.00000E+00    0.11494E+03    0.33553E-07    0.34364E-04    0.66705E-08
   328    0.31316E+04    0.14321E+02    0.00000E+00    0.11426E+03    0.33432E-07    0.34125E-04    0.68723E-08
   329    0.30997E+04    0.14506E+02    0.00000E+00    0.11353E+03    0.33312E-07    0.33887E-04    0.70864E-08
   330    0.30681E+04    0.14690E+02    0.00000E+00    0.11276E+03    0.33192E-07    0.33652E-04    0.73115E-08
   331    0.30368E+04    0.14873E+02    0.00000E+00    0.11197E+03    0.33073E-07    0.33419E-04    0.75465E-08
   332    0.30056E+04    0.15056E+02    0.00000E+00    0.11114E+03    0.32955E-07    0.33188E-04    0.77902E-08
   333    0.29747E+04    0.15237E+02    0.00000E+00    0.11028E+03    0.32837E-07    0.32959E-04    0.80413E-08
   334    0.29440E+04    0.15418E+02    0.00000E+00    0.10937E+03    0.32720E-07    0.32732E-04    0.82987E-08
   335    0.29135E+04    0.15596E+02    0.00000E+00    0.10843E+03    0.32603E-07    0.32507E-04    0.85612E-08
   336    0.28833E+04    0.15774E+02    0.00000E+00    0.10746E+03    0.32487E-07    0.32284E-04    0.88275E-08
   337    0.28534E+04    0.15951E+02    0.00000E+00    0.10645E+03    0.32372E-07    0.32063E-04    0.90964E-08
   338    0.28238E+04    0.16126E+02    0.00000E+00    0.10541E+03    0.32257E-07    0.31844E-04    0.93668E-08
   339    0.27945E+04    0.16300E+02    0.00000E+00    0.10433E+03    0.32143E-07    0.31627E-04    0.96374E-08
   340    0.27654E+04    0.16473E+02    0.00000E+00    0.10324E+03    0.32029E-07    0.31412E-04    0.99070E-08
   341    0.27366E+04    0.16643E+02    0.00000E+00    0.10209E+03    0.31916E-07    0.31198E-04    0.10174E-07
   342    0.27081E+04    0.16813E+02    0.00000E+00    0.10092E+03    0.31804E-07    0.30987E-04    0.10439E-07
   343    0.26800E+04    0.16980E+02    0.00000E+00    0.99710E+02    0.31692E-07    0.30777E-04    0.10698E-07
   344    0.26522E+04    0.17146E+02    0.00000E+00    0.98475E+02    0.31581E-07    0.30569E-04    0.10952E-07
   345    0.26246E+04    0.17309E+02    0.00000E+00    0.97209E+02    0.31471E-07    0.30363E-04    0.11198E-07
   346    0.25974E+04    0.17472E+02    0.00000E+00    0.95919E+02    0.31360E-07    0.30158E-04    0.11437E-07
   347    0.25706E+04    0.17632E+02    0.00000E+00    0.94592E+02    0.31251E-07    0.29956E-04    0.11666E-07
   348    0.25441E+04    0.17789E+02    0.00000E+00    0.93235E+02    0.31142E-07    0.29755E-04    0.11884E-07
   349    0.25179E+04    0.17945E+02    0.00000E+00    0.91847E+02    0.31034E-07    0.29555E-04    0.12091E-07
   350    0.24921E+04    0.18098E+02    0.00000E+00    0.90436E+02    0.30926E-07    0.29357E-04    0.12284E-07
   351    0.24668E+04    0.18249E+02    0.00000E+00    0.88995E+02    0.30818E-07    0.29161E-04    0.12464E-07
   352    0.24416E+04    0.18398E+02    0.00000E+00    0.87523E+02    0.30712E-07    0.28966E-04    0.12629E-07
   353    0.24169E+04    0.18544E+02    0.00000E+00    0.86036E+02    0.30605E-07    0.28773E-04    0.12780E-07
   354    0.23926E+04    0.18688E+02    0.00000E+00    0.84511E+02    0.30500E-07    0.28582E-04    0.12917E-07
   355    0.23686E+04    0.18830E+02    0.00000E+00    0.82963E+02    0.30394E-07    0.28392E-04    0.13040E-07
   356    0.23451E+04    0.18969E+02    0.00000E+00    0.81400E+02    0.30290E-07    0.28203E-04    0.13149E-07
   357    0.23219E+04    0.19105E+02    0.00000E+00    0.79806E+02    0.30185E-07    0.28016E-04    0.13245E-07
   358    0.22992E+04    0.19238E+02    0.00000E+00    0.78197E+02    0.30082E-07    0.27831E-04    0.13326E-07
   359    0.22768E+04    0.19368E+02    0.00000E+00    0.76557E+02    0.29979E-07    0.27647E-04    0.13393E-07
   360    0.22548E+04    0.19496E+02    0.00000E+00    0.74899E+02    0.29876E-07    0.27464E-04    0.13447E-07
   361    0.22333E+04    0.19621E+02    0.00000E+00    0.73216E+02    0.29774E-07    0.27283E-04    0.13487E-07
   362    0.22121E+04    0.19743E+02    0.00000E+00    0.71514E+02    0.29672E-07    0.27103E-04    0.13513E-07
   363    0.21914E+04    0.19863E+02    0.00000E+00    0.69792E+02    0.29571E-07    0.26925E-04    0.13526E-07
   364    0.21711E+04    0.19978E+02    0.00000E+00    0.68049E+02    0.29470E-07    0.26748E-04    0.13525E-07
   365    0.21512E+04    0.20091E+02    0.00000E+00    0.66290E+02    0.29370E-07    0.26573E-04    0.13511E-07
   366    0.21317E+04    0.20201E+02    0.00000E+00    0.64511E+02    0.29270E-07    0.26399E-04    0.13483E-07
   367    0.21127E+04    0.20307E+02    0.00000E+00    0.62716E+02    0.29171E-07    0.26226E-04    0.13442E-07
   368    0.20940E+04    0.20410E+02    0.00000E+00    0.60905E+02    0.29072E-07    0.26054E-04    0.13387E-07
   369    0.20759E+04    0.20510E+02    0.00000E+00    0.59077E+02    0.28974E-07    0.25884E-04    0.13320E-07
   370    0.20582E+04    0.20606E+02    0.00000E+00    0.57237E+02    0.28876E-07    0.25716E-04    0.13238E-07
   371    0.20408E+04    0.20699E+02    0.00000E+00    0.55380E+02    0.28779E-07    0.25548E-04    0.13144E-07
   372    0.20239E+04    0.20789E+02    0.00000E+00    0.53512E+02    0.28682E-07    0.25382E-04    0.13037E-07
   373    0.20075E+04    0.20874E+02    0.00000E+00    0.51629E+02    0.28586E-07    0.25217E-04    0.12916E-07
   374    0.19915E+04    0.20957E+02    0.00000E+00    0.49736E+02    0.28490E-07    0.25054E-04    0.12783E-07
   375    0.19759E+04    0.21036E+02    0.00000E+00    0.47832E+02    0.28394E-07    0.24892E-04    0.12636E-07
   376    0.19608E+04    0.21112E+02    0.00000E+00    0.45917E+02    0.28299E-07    0.24731E-04    0.12477E-07
   377    0.19462E+04    0.21184E+02    0.00000E+00    0.43995E+02    0.28205E-07    0.24571E-04    0.12304E-07
   378    0.19320E+04    0.21252E+02    0.00000E+00    0.42061E+02    0.28111E-07    0.24412E-04    0.12119E-07
   379    0.19182E+04    0.21317E+02    0.00000E+00    0.40122E+02    0.28017E-07    0.24255E-04    0.11921E-07
   380    0.19049E+04    0.21378E+02    0.00000E+00    0.38173E+02    0.27924E-07    0.24098E-04    0.11711E-07
   381    0.18921E+04    0.21433E+02    0.00000E+00    0.36220E+02    0.27831E-07    0.23943E-04    0.11487E-07
   382    0.18796E+04    0.21487E+02    0.00000E+00    0.34262E+02    0.27739E-07    0.23789E-04    0.11252E-07
   383    0.18676E+04    0.21536E+02    0.00000E+00    0.32297E+02    0.27647E-07    0.23637E-04    0.11003E-07
   384    0.18562E+04    0.21580E+02    0.00000E+00    0.30330E+02    0.27556E-07    0.23485E-04    0.10742E-07
   385    0.18450E+04    0.21622E+02    0.00000E+00    0.28359E+02    0.27465E-07    0.23334E-04    0.10469E-07
   386    0.18344E+04    0.21660E+02    0.00000E+00    0.26387E+02    0.27374E-07    0.23185E-04    0.10183E-07
   387    0.18242E+04    0.21693E+02    0.00000E+00    0.24412E+02    0.27284E-07    0.23037E-04    0.98846E-08
   388    0.18145E+04    0.21722E+02    0.00000E+00    0.22438E+02    0.27194E-07    0.22889E-04    0.95740E-08
   389    0.18051E+04    0.21746E+02    0.00000E+00    0.20463E+02    0.27105E-07    0.22743E-04    0.92513E-08
   390    0.17963E+04    0.21768E+02    0.00000E+00    0.18491E+02    0.27016E-07    0.22598E-04    0.89163E-08
   391    0.17879E+04    0.21785E+02    0.00000E+00    0.16519E+02    0.26927E-07    0.22454E-04    0.85692E-08
   392    0.17799E+04    0.21800E+02    0.00000E+00    0.14550E+02    0.26839E-07    0.22310E-04    0.82100E-08
   393    0.17724E+04    0.21810E+02    0.00000E+00    0.12585E+02    0.26752E-07    0.22168E-04    0.78388E-08
   394    0.17653E+04    0.21816E+02    0.00000E+00    0.10625E+02    0.26664E-07    0.22027E-04    0.74555E-08
   395    0.17586E+04    0.21817E+02    0.00000E+00    0.86678E+01    0.26577E-07    0.21887E-04    0.70604E-08
   396    0.17524E+04    0.21815E+02    0.00000E+00    0.67182E+01    0.26491E-07    0.21747E-04    0.66533E-08
   397    0.17465E+04    0.21809E+02    0.00000E+00    0.47745E+01    0.26405E-07    0.21609E-04    0.62344E-08
   398    0.17411E+04    0.21798E+02    0.00000E+00    0.28380E+01    0.26319E-07    0.21472E-04    0.58038E-08
   399    0.17361E+04    0.21783E+02    0.00000E+00    0.90971E+00    0.26234E-07    0.21335E-04    0.53614E-08
   400    0.17315E+04    0.21765E+02    0.00000E+00   -0.10096E+01    0.26149E-07    0.21200E-04    0.49073E-08
   401    0.17274E+04    0.21742E+02    0.00000E+00   -0.29193E+01    0.26064E-07    0.21065E-04    0.44419E-08
   402    0.17237E+04    0.21715E+02    0.00000E+00   -0.48184E+01    0.25980E-07    0.20931E-04    0.39667E-08
   403    0.17204E+04    0.21685E+02    0.00000E+00   -0.67064E+01    0.25896E-07    0.20798E-04    0.34833E-08
